mol_id,smiles,rs,scaffold
XS839033b,CCN1CCCC(C1=O)N2C=C(N=N2)C3=C4CCCCC4=NN3C,5.048,O=C1NCCCC1n1cc(-c2[nH]nc3c2CCCC3)nn1
XS844939a,CCCCOC=1C=CC(=CC1)C(=O)N2CCCC(C2)N3C=NC=N3,1.752,O=C(c1ccccc1)N1CCCC(n2cncn2)C1
XS844938a,COC1=CC(=CC(OC)=C1C)C(=O)N2CCCC(C2)N3C=NC=N3,1.036,O=C(c1ccccc1)N1CCCC(n2cncn2)C1
XS841875b,CC(C(=O)NC=1N=CN(CC=2C=CC(Cl)=CC2)N1)N3C=NC=N3,2.038,O=C(Cn1cncn1)Nc1ncn(Cc2ccccc2)n1
XS680227b,C1=CN(CC2CCCCN2CC3=NC(=NO3)C=4C=CSC4)N=C1,1.54,c1cnn(CC2CCCCN2Cc2nc(-c3ccsc3)no2)c1
XS559839b,CCC(=O)N1CCCCC1C(=O)N2CCN(C)C=3C=CC=CC3C2,2.966,O=C(C1CCCCN1)N1CCNc2ccccc2C1
XS839676b,O=C1OC(CN2C=NC=3C=CSC3C2=O)CN1C=4C=CC=CC4,6.464,O=C1OC(Cn2cnc3ccsc3c2=O)CN1c1ccccc1
XS756934b,CCC=1C=CC(=CC1)OCC(=O)NC(C(=O)NC)C=2C=CC=CC2,5.044,O=C(COc1ccccc1)NCc1ccccc1
XS761145b,NC(=O)CC1(O)CCCN(C1)C(=O)C2(CCC2)C=3C=CC=C(F)C3,0.734,O=C(N1CCCCC1)C1(c2ccccc2)CCC1
XS789715b,O=C(NC=1C=CC=C(Br)C1)C2COC=3C=CC=CC3O2,2.966,O=C(Nc1ccccc1)C1COc2ccccc2O1
XS586888b,CN1N=NC=C1CC(=O)NC2CCN(C2=O)C=3C=CC=CC3Cl,1.3,O=C(Cc1cnn[nH]1)NC1CCN(c2ccccc2)C1=O
XS678138b,CC=1N=C(CN2CC(=O)N(C)C(C)C2)OC1C=3C=CC(Cl)=CC3,2.824,O=C1CN(Cc2ncc(-c3ccccc3)o2)CCN1
XS836912b,CC1CS(=O)(=O)CCN1C(=O)C=2C=CC=C(C2N)C(F)(F)F,0.668,O=C(c1ccccc1)N1CCS(=O)(=O)CC1
XS844948a,COC=1C=CC(=CC1OC)C(=O)NC(C2=NC=C(C)S2)C3CC3,0.808,O=C(NC(c1nccs1)C1CC1)c1ccccc1
XS842623b,CC(NCC=1C=C2OCOC2=CC1[N+]([O-])=O)C=3C=CC=C(Cl)C3,2.294,c1ccc(CNCc2ccc3c(c2)OCO3)cc1
XS844947a,O=C(CCOC=1C=CC=CC1F)N2CCCCC2C3=NC=CS3,8.362,O=C(CCOc1ccccc1)N1CCCCC1c1nccs1
XS548574b,O=C(CN1CCNC(=O)C1)NC(C=2C=CC(F)=CC2)C3CCCC3,0.404,O=C1CN(CC(=O)NC(c2ccccc2)C2CCCC2)CCN1
XS844952a,O=C(NCCC1=CNC=2C=CC=CC12)C3CC(=NO3)C=4C=CN=CC4,10.598,O=C(NCCc1c[nH]c2ccccc12)C1CC(c2ccncc2)=NO1
XS844955a,CC=1C=CC=2N=CN(CC(=O)N3C=4C=CC=CC4CC3C)C(=O)C2C1,6.316,O=C(Cn1cnc2ccccc2c1=O)N1CCc2ccccc21
XS844954a,COC=1C=CC=CC1C2=CC(=NO2)C(=O)N(C)C(C)C=3C=CC=CC3,6.042,O=C(NCc1ccccc1)c1cc(-c2ccccc2)on1
XS805022b,COC=1C=CC(Cl)=CC1C(=O)N2CCCC(C2)C3=NC(C)=NO3,1.868,O=C(c1ccccc1)N1CCCC(c2ncno2)C1
XS844951a,CC(C)OC=1C=CC(=CC1)C(=O)OCC(=O)NC(C)(C#N)C(C)C,0.67,c1ccccc1
XS776371b,CC1=NC(=NN1)C2CCCCN2C(=O)CC=3C=CC(F)=CC3Cl,0.402,O=C(Cc1ccccc1)N1CCCCC1c1nc[nH]n1
XS844945a,CC1=C(C=NN1C=2C=CC=CC2)C(=O)N3CCCC(C3)N4C=CC=N4,5.67,O=C(c1cnn(-c2ccccc2)c1)N1CCCC(n2cccn2)C1
XS844946a,CCC1=NC(=CS1)CC(=O)N2CCCC(C2)N3N=C(C)N=C3C,1.396,O=C(Cc1cscn1)N1CCCC(n2cncn2)C1
XS750754b,CC(=O)NC1(CCN(C1)C=2N=CC(C)=C(C)N2)C3=NC(C)=CS3,0.426,c1cnc(N2CCC(c3nccs3)C2)nc1
XS842631b,NC(=O)C1CC(=NN1C=2C=CC=CC2)C3=NC(=NO3)C=4C=CSC4,5.4,c1ccc(N2CCC(c3nc(-c4ccsc4)no3)=N2)cc1
XS744912b,O=C(C=1C=CC(=NN1)N2CCCC2)N3CCCC3CC=4C=CC=CC4,3.386,O=C(c1ccc(N2CCCC2)nn1)N1CCCC1Cc1ccccc1
XS837233b,CC1(CN(C1)C(=O)NC2CC=CCC2)C3=NN=C(O3)C=4C=CC=NC4,0.826,O=C(NC1CC=CCC1)N1CC(c2nnc(-c3cccnc3)o2)C1
XS844957a,CCCOCC(=O)NC(C)C=1C=C(F)C=CC1N2CCC(O)CC2,0.446,c1ccc(N2CCCCC2)cc1
XS844956a,COCC1=C(OC=2C=CC=CC12)C(=O)N3CCCC(C3)N4C=CC=N4,0.462,O=C(c1cc2ccccc2o1)N1CCCC(n2cccn2)C1
XS840436b,CC(NC(=O)C=1C=COC1)C(=O)NC=2C=CC=C(C2)C3=NN=CN3C,0.388,O=C(CNC(=O)c1ccoc1)Nc1cccc(-c2nnc[nH]2)c1
XS628803b,CC(NC(=O)CCC=1C=CC=2OCOC2C1)C3=NN=C4C=CC=CN34,0.766,O=C(CCc1ccc2c(c1)OCO2)NCc1nnc2ccccn12
XS822867b,O=C(CCN1C(=O)OC=2C=CC=CC21)N3CCCC(C3)C4=CC=NN4,11.994,O=C(CCn1c(=O)oc2ccccc21)N1CCCC(c2ccn[nH]2)C1
XS813226b,CN1C=C(C=N1)C2CCCN2C(=O)C3=CN=C(S3)C=4N=CC=CN4,14.078,O=C(c1cnc(-c2ncccn2)s1)N1CCCC1c1cn[nH]c1
XS841775b,O=S(=O)(CC=1C=CC(Cl)=CC1N2C=NC=N2)C3CCCOC3,3.228,O=S(=O)(Cc1ccccc1-n1cncn1)C1CCCOC1
MR042915c,O=C1C(CCN1CC(F)(F)F)N2C(=O)SC=3C=CC=CC3C2=O,3.25,O=C1NCCC1n1c(=O)sc2ccccc2c1=O
XS840382b,COC(=O)C1=C(C)NC(=O)NC1C=2C=C(Br)C=CC2F,0.65,O=C1NC=CC(c2ccccc2)N1
XS705606b,CC=1C=CC=CC1C2(CCC2)C(=O)N3CCCC(C3)N4CCNC4=O,1.036,O=C1NCCN1C1CCCN(C(=O)C2(c3ccccc3)CCC2)C1
XS844971a,C=1C=CC(=CC1)C2=NN=C(O2)C3CCC4=NN=C(C=5C=CC=CC5)N4C3,7.314,c1ccc(-c2nnc(C3CCc4nnc(-c5ccccc5)n4C3)o2)cc1
XS841284b,COC=1C=C(ON1)C(=O)NC(C)C=2C=CC(=C(F)C2)N3C=CN=C3C,2.624,O=C(NCc1ccc(-n2ccnc2)cc1)c1ccno1
XS599228b,CCC1=C(C=NN1C(C)(C)C)C(=O)N2CCC(C2)NC=3C=CC=CC3,0.632,O=C(c1cn[nH]c1)N1CCC(Nc2ccccc2)C1
XS844967a,CC(NC(=O)NCCCN1C=CC=N1)C=2C=CC=3OCC(=O)NC3C2,1.806,O=C1COc2ccc(CNC(=O)NCCCn3cccn3)cc2N1
XS844974a,COC=1C=CC=C2C(C)=C(OC12)C(=O)N3CCCC(CO)(C3)C(C)C,2.724,O=C(c1cc2ccccc2o1)N1CCCCC1
XS745907b,FC=1C=CC=CC1C2=NN=C3C=CC(=NN23)N4CCOC(C4)C(F)F,0.438,c1ccc(-c2nnc3ccc(N4CCOCC4)nn23)cc1
XS844976a,CNC(=O)C1CCCCN1C(=O)C=2SC=3N=C(C)C=C(C)C3C2C,0.518,O=C(c1cc2cccnc2s1)N1CCCCC1
XS557394b,CCN1CC(CC1=O)C2=NC(=NO2)C=3SC=4C=CC=CC4C3Cl,5.964,O=C1CC(c2nc(-c3cc4ccccc4s3)no2)CN1
XS844975a,COCC1=C(OC=2C=CC=CC12)C(=O)NC(C)C=3C=CC(F)=C(F)C3,0.654,O=C(NCc1ccccc1)c1cc2ccccc2o1
XS838817b,CCN(CC(C)C#N)C(=O)CN1C=NC=2C=C(F)C(=CC2C1=O)OC,6.322,O=c1[nH]cnc2ccccc12
XS838870b,CC1C=2C=CC=C(Br)C2CCN1CC(=O)NC=3C=CON3,1.402,O=C(CN1CCc2ccccc2C1)Nc1ccon1
XS840763b,COC=1C=CC(=CC1)C(C)C(=O)N(C)C=2C=CC(Br)=CN2,4.142,O=C(Cc1ccccc1)Nc1ccccn1
XS703595b,CCS(=O)(=O)C=1C=CC(=CC1)C(=O)N2CCCC2CN3C=CC=N3,0.612,O=C(c1ccccc1)N1CCCC1Cn1cccn1
XS712338b,NC(=O)C1CCCN(C1)C(=O)C=2C=NN(C2)CC=3C=CC=CC3Cl,1.4,O=C(c1cnn(Cc2ccccc2)c1)N1CCCCC1
XS554642b,O=C(CCC=1C=CC(Cl)=CC1)N2CCCC(O)(CN3C=CN=N3)C2,0.596,O=C(CCc1ccccc1)N1CCCC(Cn2ccnn2)C1
XS837152b,CC(NC=1C=CC=2NC(=O)CCCC2C1)C3=NN=NN3C=4C=CC=CC4,0.574,O=C1CCCc2cc(NCc3nnnn3-c3ccccc3)ccc2N1
XS844983a,CC1=NC(=CS1)CC2=NN=C(O2)SCC(=O)N3CCCCC3C,1.39,O=C(CSc1nnc(Cc2cscn2)o1)N1CCCCC1
XS838392b,CC(NC=1C=C(Br)C=2OCCCOC2C1)C3=NC=CS3,0.728,c1csc(CNc2ccc3c(c2)OCCCO3)n1
XS840322b,COC(=O)C=1C=CC(=NN1)N2CC3(CCC(F)(F)CC3)C2C(=O)OC,16.098,c1cnnc(N2CC3(CCCCC3)C2)c1
XS841386b,CN1CC(CNC1=O)OC(=O)CC2C=3C=CC=CC3OC=4C=CC=CC42,0.862,O=C1NCC(OC(=O)CC2c3ccccc3Oc3ccccc32)CN1
XS844980a,CC=1NC(C(=O)N2CCNC(=O)C2C(C)C)=C(C)C1C(=O)OC(C)C,1.418,O=C1CN(C(=O)c2ccc[nH]2)CCN1
XS844987a,COC(=O)C1=C(C)N(C)C(=O)N(C)C1C2=CC(=CS2)C=3C=CC=CC3,0.956,O=C1NC=CC(c2cc(-c3ccccc3)cs2)N1
XS550873b,O=C(C=1C=C(NN1)C2=CC=CO2)N3CCC(C(F)(F)F)C4(CCC4)C3,1.848,O=C(c1cc(-c2ccco2)[nH]n1)N1CCCC2(CCC2)C1
XS844988a,COC=1C=CC(CCC(=O)NC2CCC=3C=CC=CC32)=C(OC)C1OC,0.384,O=C(CCc1ccccc1)NC1CCc2ccccc21
XS577261b,CCC1=CC=C(O1)C2CCCCCN2C(=O)C3=CC=NN3CC(F)F,0.596,O=C(c1ccn[nH]1)N1CCCCCC1c1ccco1
XS839541b,FC(F)(F)C1(CCN(C1)C=2C=CC=CN2)C3=NC(CN4C=NC=N4)=NO3,0.426,c1ccc(N2CCC(c3nc(Cn4cncn4)no3)C2)nc1
XS621776b,O=C(NCC1CCN(CC(F)(F)F)C1)C2=CSC(=N2)C=3C=COC3,0.676,O=C(NCC1CCNC1)c1csc(-c2ccoc2)n1
XS844996a,CCN(CC)C(=O)N1CCCC(C1)C(=O)NCCC=2C=CC(Cl)=CC2,0.384,O=C(NCCc1ccccc1)C1CCCNC1
XS175995d,CCCC(=O)N1CCN(CC1)C(C)C2=NC(=NO2)C=3C=CC(Cl)=CC3,3.776,c1ccc(-c2noc(CN3CCNCC3)n2)cc1
XS838766b,CC(NC=1C=NN(C1)CCN2CCOC2=O)C3=CC(=NN3)C(F)(F)F,0.524,O=C1OCCN1CCn1cc(NCc2ccn[nH]2)cn1
XS840561b,COC(=O)C(CC=1C=CC(F)=CC1)NC=2C=CC(=CC2)NS(C)(=O)=O,1.326,c1ccc(CCNc2ccccc2)cc1
XS844997a,CCNC(=O)NC(=O)CN1CCN(CC1)C(=O)CC(C)C=2C=CC=CC2,3.674,O=C(CCc1ccccc1)N1CCNCC1
XS842136b,CC=1C=C(C(=O)OCC2=CC(=O)N(C)C(=O)N2C)C=3NCCC(C)C3C1,4.37,O=C(OCc1cc(=O)[nH]c(=O)[nH]1)c1cccc2c1NCCC2
XS840878b,CC=1C=C(N(C)N1)N2CCC(C2)NC(=O)N3CC=4N=CC=C(Cl)C4C3,13.766,O=C(NC1CCN(c2ccn[nH]2)C1)N1Cc2cccnc2C1
XS844999a,CC1=NC(=CS1)COC=2C=CC(=CC2)C(=O)OC(C)C(=O)NC3CC3,2.33,O=C(COC(=O)c1ccc(OCc2cscn2)cc1)NC1CC1
XS845008a,CN1N=CC2=C1CCN(C2C(=O)N3CCOCC4(CC4)C3)S(C)(=O)=O,1.15,O=C(C1NCCc2[nH]ncc21)N1CCOCC2(CC2)C1
XS845015a,O=C(NC=1C=CC=2OC(F)(F)OC2C1)C3CC(=O)N(CC=4C=CC=CC4)C3,8.344,O=C(Nc1ccc2c(c1)OCO2)C1CC(=O)N(Cc2ccccc2)C1
XS845005a,COC=1C=CC(=CC1F)C(C)NC(=O)C=2SC=3N=C(C)N=C(C)C3C2C,2.276,O=C(NCc1ccccc1)c1cc2cncnc2s1
XS845004a,CC=1C=CC(=CC1)CC2=NC(=CS2)C(=O)NC3CCOC4(CCCC4)C3,0.902,O=C(NC1CCOC2(CCCC2)C1)c1csc(Cc2ccccc2)n1
XS845007a,O=C(NC1CS(=O)(=O)CC=2C=CC=CC21)C=3C=CC(=NC3)C(F)(F)F,4.3,O=C(NC1CS(=O)(=O)Cc2ccccc21)c1cccnc1
XS845011a,CCC=1C=CC(=CC1)C(C)NC(=O)CN(C)CC(=O)NC=2C=CC=C(F)C2,0.576,O=C(CNCC(=O)Nc1ccccc1)NCc1ccccc1
XS809992b,CC=1C=CC=C(NC=2C=CC=CC2C(=O)N(C)C3CCS(=O)(=O)C3)C1C,1.226,O=C(NC1CCS(=O)(=O)C1)c1ccccc1Nc1ccccc1
XS845009a,CC=1C=CC(=CC1)OCC(O)CN2C(=O)C=3C=4CCCC4SC3N=C2C,9.022,O=c1c2c3c(sc2ncn1CCCOc1ccccc1)CCC3
XS840918b,CC1CN(CCN1C=2C=CC(=CC2)C(F)(F)F)C(=O)C=3C=COC3CN,1.726,O=C(c1ccoc1)N1CCN(c2ccccc2)CC1
XS841896b,CC(=O)N1CCCC(C1)C2=NC(=CS2)CN3C(=O)C=4C=CC=CC4C3=O,2.2,O=C1c2ccccc2C(=O)N1Cc1csc(C2CCCNC2)n1
XS845010a,COC=1C=CC(Cl)=CC1CS(=O)(=O)CC(=O)NC(C)CCC(C)C,0.538,c1ccccc1
XS741490b,CC1=NN(CC(=O)NC2CCC(C)(C)C=3C=CC=CC32)C(=O)C=4C=CC=CC14,2.408,O=C(Cn1ncc2ccccc2c1=O)NC1CCCc2ccccc21
XS845013a,O=C(CN1C=CC=NC1=O)NC(C=2C=CC(Br)=CC2)C3CCC3,1.92,O=C(Cn1cccnc1=O)NC(c1ccccc1)C1CCC1
XS845018a,CC1(C)C(=O)NCCN1C(=O)C2CCCN(C2)C(=O)CCOC=3C=CC=CC3,1.342,O=C1CN(C(=O)C2CCCN(C(=O)CCOc3ccccc3)C2)CCN1
XS845023a,COC=1C=CC=2N=C(NC(=O)C3CC(=O)N(CC=4C=CC=CC4)C3)SC2C1,4.486,O=C(Nc1nc2ccccc2s1)C1CC(=O)N(Cc2ccccc2)C1
XS845016a,N#CC(CC=1C=CC=CC1)NC(=O)C=2C=CC=C(C2)N3N=CC=C3C(F)(F)F,0.538,O=C(NCCc1ccccc1)c1cccc(-n2cccn2)c1
XS752918b,O=C(CN1CCCC=2C=CC=CC21)N(C3CCCC3)C4CCS(=O)(=O)C4,0.98,O=C(CN1CCCc2ccccc21)N(C1CCCC1)C1CCS(=O)(=O)C1
XS845030a,COC=1C=CC(Cl)=CC1NC(=O)C(C)NC=2C=CC3=C(C2)CCN3C(C)=O,2.442,O=C(CNc1ccc2c(c1)CCN2)Nc1ccccc1
XS845027a,O=C1C=2C=CC(=CC2CN1C3CCC(=O)NC3=O)C=4C=NC=5OCCNC5C4,27.234,O=C1CCC(N2Cc3cc(-c4cnc5c(c4)NCCO5)ccc3C2=O)C(=O)N1
XS147555b,COC=1C=CC(=C(C1)OC)C2CCCN2C(=O)C=3C=CC(=CC3)N4C=CC=N4,5.946,O=C(c1ccc(-n2cccn2)cc1)N1CCCC1c1ccccc1
XS845020a,CC=1C=C(SC1C)S(=O)(=O)N2CCN(C)C(C2)C3=NC(=NO3)C4CC4,7.994,O=S(=O)(c1cccs1)N1CCNC(c2nc(C3CC3)no2)C1
XS841512b,CC=1C=C(N(C)N1)N2CCCC(C2)NS(=O)(=O)C=3C=C4C=NNC4=CC3C,0.422,O=S(=O)(NC1CCCN(c2ccn[nH]2)C1)c1ccc2[nH]ncc2c1
XS840339b,O=C(NCC1=NC=2C(=CN=C3C=CC=CC23)N1)C4CC=5C(F)=CC=CC5C(=O)O4,1.378,O=C1OC(C(=O)NCc2nc3c(cnc4ccccc43)[nH]2)Cc2ccccc21
XS845031a,CC1=C(N=NN1C=2C=CC=C3C=NC=CC23)C(=O)NC4CCCOC=5C=CC=CC54,7.262,O=C(NC1CCCOc2ccccc21)c1cn(-c2cccc3cnccc23)nn1
XS845033a,CC1=C(C=NN1C2CCCC2)NC(=O)C3(C)CCCN(C3)C(=O)C=4C=CC=CC4,2.366,O=C(Nc1cnn(C2CCCC2)c1)C1CCCN(C(=O)c2ccccc2)C1
XS837491b,CC=1C=NN(C1)CC2CN(CCO2)C=3C=CC(=CN3)S(=O)(=O)NCC4CC4,1.688,O=S(=O)(NCC1CC1)c1ccc(N2CCOC(Cn3cccn3)C2)nc1
XS841563b,CC(NC(=O)NC=1C=CC=C2CN(CC(F)(F)F)CC12)C3=NN=NN3C4CC4,0.632,O=C(NCc1nnnn1C1CC1)Nc1cccc2c1CNC2
XS845032a,COC=1C=CC(=C(C1)OC)C2CCCN2C(=O)CC3=COC(=N3)C=4C=CC=CC4,5.342,O=C(Cc1coc(-c2ccccc2)n1)N1CCCC1c1ccccc1
XS837178b,O=C(CN1CCC=2C=C(Br)C=C(F)C21)NC3CCS(=O)(=O)C3,1.156,O=C(CN1CCc2ccccc21)NC1CCS(=O)(=O)C1
XS845041a,CCOC=1C=CC=CC1NC(=O)CN2CCCC2C=3C=CC=4OCCCOC4C3,0.46,O=C(CN1CCCC1c1ccc2c(c1)OCCCO2)Nc1ccccc1
XS845034a,COC(=O)C(C=1C=CC(F)=CC1)N2CCN(CC2)C(=O)NC=3C=CC(F)=CC3,0.328,O=C(Nc1ccccc1)N1CCN(Cc2ccccc2)CC1
XS845039a,CC(NC(=O)C=1C=CC=C(C1)S(=O)(=O)NC=2C=CC(F)=CC2)C=3C=CC=CN3,1.072,O=C(NCc1ccccn1)c1cccc(S(=O)(=O)Nc2ccccc2)c1
XS845037a,O=C(C1=NC=C2C(F)=CC=CN12)N3CCN(CC(O)COC=4C=CC=CC4)CC3,1.878,O=C(c1ncc2ccccn12)N1CCN(CCCOc2ccccc2)CC1
XS841319b,CC=1C=CC(=CC1F)NS(=O)(=O)CCNC(=O)C(C)OC=2C=CC(F)=CC2,1.962,O=C(COc1ccccc1)NCCS(=O)(=O)Nc1ccccc1
XS842638b,CN(C(C=1C=CC=CC1)C=2C=CC=CN2)S(=O)(=O)C=3C=CC(F)=C(F)C3F,0.708,O=S(=O)(NC(c1ccccc1)c1ccccn1)c1ccccc1
XS838109b,OC1(CN2C=NC=3C(=NC=NC32)N4CCC(CC4)OC=5C=NC=CN5)CCOC1,3.604,c1cnc(OC2CCN(c3ncnc4c3ncn4CC3CCOC3)CC2)cn1
XS836765b,O=C(C1CC(=NO1)C=2C=CC=C(F)C2)N3CCC(CC3)C4=NC=5C=CC=CC5O4,5.108,O=C(C1CC(c2ccccc2)=NO1)N1CCC(c2nc3ccccc3o2)CC1
XS845043a,CCN1C(=NC=2C=C(C=CC21)S(N)(=O)=O)SC(CC=3C=CC=CC3)C(=O)OC,0.976,c1ccc(CCSc2nc3ccccc3[nH]2)cc1
XS845055a,COC=1C=CC(=CC1F)C(C)NC(=O)CC2=CSC(=N2)NC(=O)C=3C=COC3C,3.794,O=C(Cc1csc(NC(=O)c2ccoc2)n1)NCc1ccccc1
XS845058a,CC=1C=CC(OC(C)C(=O)N2CCN(CC2)C3=NC=CS3)=C(Br)C1,1.848,O=C(COc1ccccc1)N1CCN(c2nccs2)CC1
XS845050a,COC=1C=C(C=C(Cl)C1OC(C)C)C(=O)NC(C)C=2C=CC(=CC2)N3C=CN=C3,0.506,O=C(NCc1ccc(-n2ccnc2)cc1)c1ccccc1
XS845046a,O=C(COC(=O)C1CC(=O)N(CCC=2C=CC=CC2)C1)NC=3C=CC=C(Cl)C3,8.748,O=C(COC(=O)C1CC(=O)N(CCc2ccccc2)C1)Nc1ccccc1
XS606111b,COC=1C=CC=CC1NC(=O)C(C)S(=O)(=O)CC=2C=CC(Cl)=C(Cl)C2,4.768,O=C(CS(=O)(=O)Cc1ccccc1)Nc1ccccc1
XS845059a,COC=1C=CC(=CC1)N2CCN(CC2)C(=O)C(NC(=O)C3=CC=CS3)C(C)C,2.514,O=C(NCC(=O)N1CCN(c2ccccc2)CC1)c1cccs1
XS838032b,CC(CO)(NC(=O)NC1=NN(C=2C=CC(F)=CC2)C=3CCCC13)C=4C=CC=C(O)C4,0.964,O=C(NCc1ccccc1)Nc1nn(-c2ccccc2)c2c1CCC2
XS840406b,COC=1C=CC(Cl)=CC1NC(=O)C(C)OC(=O)CCN2C(=O)OC=3C=CC=CC32,5.236,O=C(COC(=O)CCn1c(=O)oc2ccccc21)Nc1ccccc1
XS845048a,CCN1C(=O)NC(C=2C=CC=C(Cl)C2Cl)C(C(=O)NC=3C=C(C)ON3)=C1C,1.5,O=C1NC=C(C(=O)Nc2ccon2)C(c2ccccc2)N1
XS841583b,O=S(=O)(C=1C=CC=C2N=CC=CC12)N(CC3CCCO3)C=4C=CC(Br)=CN4,0.736,O=S(=O)(c1cccc2ncccc12)N(CC1CCCO1)c1ccccn1
XS845068a,CCCCN1C(=NC=2C=C(C=CC21)S(N)(=O)=O)SCC(=O)N3CCCCC3C,0.864,O=C(CSc1nc2ccccc2[nH]1)N1CCCCC1
XS840689b,COC=1C=CC=CC1NC(=O)C2=C(C)NC3=NC(=NN3C2C=4C=CC=CN4)C5=CC=CO5,1.468,O=C(Nc1ccccc1)C1=CNc2nc(-c3ccco3)nn2C1c1ccccn1
XS845066a,CN(C(=O)C=1C=C(N=C2C1C=NN2CC=3C=CC=NC3)C=4C=CC=NC4)C5CCSC5,1.006,O=C(NC1CCSC1)c1cc(-c2cccnc2)nc2c1cnn2Cc1cccnc1
XS845065a,CC1=NC2=NC(=NN2C(C)=C1CCC(=O)NCC3COC=4C=CC=CC4O3)C(F)(F)F,2.058,O=C(CCc1cnc2ncnn2c1)NCC1COc2ccccc2O1
XS840457b,COC=1C=CC(=CC1Cl)NCCN2N=C(C)C(C)N3C2=NC4=C3C(=O)N(C)C(=O)N4C,1.748,O=c1[nH]c(=O)c2c(nc3n2CC=NN3CCNc2ccccc2)[nH]1
XS838618b,CC=1N=CC(NC2CCCSC2)=C(C)N1,2.23,c1ncc(NC2CCCSC2)cn1
XS839931b,CCC1=NC(CN2CCOCC2C(N)=O)=NO1,0.962,c1nc(CN2CCOCC2)no1
XS842271b,CC(NC=1C=CC(=CC1F)[N+]([O-])=O)C(C)(C)O,3.812,c1ccccc1
XS842712b,CC1CN(C=2N=CC(=CN2)[N+]([O-])=O)C(C)(C)C1,3.078,c1cnc(N2CCCC2)nc1
XS570307b,CCN(CC1CCCO1)C(=O)NC=2C=CN=CC2,2.376,O=C(NCC1CCCO1)Nc1ccncc1
XS845358a,CNC(C)C(=O)N1CC=2C=CC=CC2C1,0.448,c1ccc2c(c1)CNC2
XS840326b,CCOC(=O)C(C)NC=1C=CC(Cl)=CC1,2.676,c1ccccc1
XS845352a,CCOC=1C=CC=CC1NC(=O)C2CCCO2,2.156,O=C(Nc1ccccc1)C1CCCO1
XS836865b,COC(=O)C1CC=2C(O)=CC=CC2N1,5.696,c1ccc2c(c1)CCN2
XS840385b,CCC(C)NC(=O)C1=CC=2C=CC=CC2OC1=O,3.172,O=c1ccc2ccccc2o1
XS840338b,COC(=O)C(C)N1C=C(N=N1)C2=NNC=3C=CC=CC23,1.0,c1ccc2c(-c3c[nH]nn3)n[nH]c2c1
XS592620b,CC1CC=2C=CC=CC2N1C(=O)C=3C=CNC(=O)C3,0.656,O=C(c1cc[nH]c(=O)c1)N1CCc2ccccc21
XS435294b,CC1=CN2N=C(SC2=N1)N3CCCC(C3)C(N)=O,4.258,c1cn2nc(N3CCCCC3)sc2n1
XS845367a,COC(=O)C1=C(C)NC(=O)NC1C2=CC=C(C)S2,1.406,O=C1NC=CC(c2cccs2)N1
XS845365a,CC1CC=2C=CC=CC2N1C(=O)C=3C=CC(=O)N(C)N3,1.424,O=C(c1ccc(=O)[nH]n1)N1CCc2ccccc21
XS156422b,COC=1C=CC(=CC1)CC(=O)NC(C)C=2C=CC=NC2,0.538,O=C(Cc1ccccc1)NCc1cccnc1
XS841037b,CC1=NN(C)C(C(=O)OC(C)C(C)C)=C1[N+]([O-])=O,0.462,c1cn[nH]c1
XS845373a,CC=1C=CC=CC1C2=NN=C(O2)SC3CCOC3=O,2.55,O=C1OCCC1Sc1nnc(-c2ccccc2)o1
XS402087b,CC(NC(=O)C=1C=CC(C#N)=CC1)C=2C=CC(Cl)=CC2,2.138,O=C(NCc1ccccc1)c1ccccc1
XS736263b,CCC(C(N)=O)N1CCN(CC1)C=2C=CC=C(Cl)C2,1.368,c1ccc(N2CCNCC2)cc1
XS845378a,CC(NC(=O)CCC1=NC(=NO1)C=2C=CN=CC2)C3CC3,0.402,O=C(CCc1nc(-c2ccncc2)no1)NCC1CC1
XS839385b,C=1C=C2OCOC2=CC1CC3=NN=C(O3)C4CCOC4,1.038,c1cc2c(cc1Cc1nnc(C3CCOC3)o1)OCO2
XS837562b,CCC(C)(C)NC1=NN=C(O1)C2CCS(=O)(=O)C2,1.856,O=S1(=O)CCC(c2nnco2)C1
XS837195b,COC=1C=CC(=CN1)NC(C)C2=CN(N=N2)C3COC3,3.342,c1cncc(NCc2cn(C3COC3)nn2)c1
XS845375a,CC=1C=CC(=CC1F)C2=NOC(=N2)C3CCCOCC3,1.282,c1ccc(-c2noc(C3CCCOCC3)n2)cc1
XS842236b,CN1CCCC(NC=2C=NC=C(C#N)N2)C=3C=CC=CC31,1.368,c1ccc2c(c1)NCCCC2Nc1cnccn1
XS839239b,CN(C)C(=O)C1CCN1C(=O)C=2C=CC=C3CCNC23,2.93,O=C(c1cccc2c1NCC2)N1CCC1
XS845384a,COC=1C=C(C=CC1C)CC(=O)NC2CCC=3C=CC=CC32,0.732,O=C(Cc1ccccc1)NC1CCc2ccccc21
XS839351b,CCC(NC1=NC=2C=CC=NC2S1)C3=NC=C(C)S3,5.51,c1cnc2sc(NCc3nccs3)nc2c1
XS839910b,CC1=NN(CCC2CCNC2=O)C=3C=CC(=CC13)[N+]([O-])=O,2.512,O=C1NCCC1CCn1ncc2ccccc21
XS836491b,CC1CN(CC=2C=C(Cl)C3=CC=CC=C3C2O)CCO1,0.578,c1ccc2cc(CN3CCOCC3)ccc2c1
