mol_id,smiles,rs,scaffold
XS841085b,CN(CC12CCC(CC1)C2)C(=O)CC3C=CS(=O)(=O)C3,0.938,O=C(CC1C=CS(=O)(=O)C1)NCC12CCC(CC1)C2
XS580838b,O=C(C1CCC(=O)NC1)N2CCN(CC2)C=3N=CC=CN3,4.402,O=C1CCC(C(=O)N2CCN(c3ncccn3)CC2)CN1
XS844076a,O=C(NC1CCCNC1=O)C2=CC=3C(F)=CC=CC3S2,0.852,O=C(NC1CCCNC1=O)c1cc2ccccc2s1
XS185697b,N#CC=1C=CC(=CC1)NC(=O)N2CCCC2C=3C=CC=NC3,1.57,O=C(Nc1ccccc1)N1CCCC1c1cccnc1
XS837450b,CC(C=1C=C(Cl)C=CC1Cl)N2CCN3N=CN=C3C2,0.856,c1ccc(CN2CCn3ncnc3C2)cc1
XS844081a,CN1C=CN=C1SC2CCN(C2=O)C=3SC=CC3C#N,1.756,O=C1C(Sc2ncc[nH]2)CCN1c1cccs1
XS838420b,CC(C1CCC1)N2NC(=O)CC3(CC=4C=CC=CC4C3)C2=O,0.564,O=C1CC2(Cc3ccccc3C2)C(=O)N(CC2CCC2)N1
XS841779b,CC(C)C(NC(=O)C1=COC=2C=C(O)C=CC12)C3=CNN=N3,0.786,O=C(NCc1c[nH]nn1)c1coc2ccccc12
XS844092a,COC=1C=CC(=CN1)NC(=O)NCC2CC=3C=CC=CC3O2,0.524,O=C(NCC1Cc2ccccc2O1)Nc1cccnc1
XS844080a,CC=1C=CC=C(NC(C)C(=O)NC=2C=CC(Cl)=CN2)C1C,0.476,O=C(CNc1ccccc1)Nc1ccccn1
XS842423b,COCCN(C)C(=O)C(C)C1=CC=C(Br)S1,0.582,c1ccsc1
XS844085a,CC=1C=CC(=CN1)C(=O)OC(C)C(=O)NCC=2C=CC=CC2,0.426,O=C(COC(=O)c1cccnc1)NCc1ccccc1
XS838071b,CN1C=C(N=N1)NC(=O)NC(C=2C=CC=CC2)C(F)(F)F,0.636,O=C(NCc1ccccc1)Nc1c[nH]nn1
XS838128b,O=C(C=1C=NN2CCCCC12)N3CCCC4(CNC(=O)C4)C3,8.58,O=C1CC2(CCCN(C(=O)c3cnn4c3CCCC4)C2)CN1
XS844102a,ClC=1C=CC(=CC1)C2C=C(NC3=NN=NN32)C=4C=CN=CC4,0.722,C1=C(c2ccncc2)Nc2nnnn2C1c1ccccc1
XS844097a,O=C(NCC1(CC1)C=2C=CC(Cl)=CC2)C3CCNC(=O)C3,2.06,O=C1CC(C(=O)NCC2(c3ccccc3)CC2)CCN1
XS808755b,CC1=CC(=NN1)C2CCCN(C2)C(=O)C=3C=CN=C(N3)C4CC4,0.492,O=C(c1ccnc(C2CC2)n1)N1CCCC(c2cc[nH]n2)C1
XS838422b,CC1=NN=C(O1)C(C)N2C=C(CN3C=CC=4C=CC=CC43)N=N2,1.048,c1ccc2c(c1)ccn2Cc1cn(Cc2nnco2)nn1
XS839922b,O=C(NCC1CCC=2C=CC=CC2N1)C=3C=CN4C=NC=C4C3,1.122,O=C(NCC1CCc2ccccc2N1)c1ccn2cncc2c1
XS716325b,CC=1C=C(ON1)C(=O)NC(CN2CCCC2=O)C=3C=CC=CC3,1.788,O=C(NC(CN1CCCC1=O)c1ccccc1)c1ccno1
XS422083b,CC1C=2C=CSC2CCN1C(=O)COC=3C=CC(C#N)=CC3,0.784,O=C(COc1ccccc1)N1CCc2sccc2C1
XS837584b,O=C(NNC(=O)C1CC=2C=CC=CC2O1)C3=CN=C(O3)C4CC4,0.876,O=C(NNC(=O)C1Cc2ccccc2O1)c1cnc(C2CC2)o1
XS838276b,C1=CSC(=C1)C=2C=NC=C(N2)NCC3COC=4C=CC=CC43,1.602,c1csc(-c2cncc(NCC3COc4ccccc43)n2)c1
XS726467b,COC=1C=CC=C(C1)N2CC(CC2=O)NC(=O)C=3C=CC=CC3,0.828,O=C(NC1CC(=O)N(c2ccccc2)C1)c1ccccc1
XS837962b,O=S1(=O)CCC2(C1)CN(CCO2)C=3C(F)=CN=CC3Cl,1.428,O=S1(=O)CCC2(CN(c3ccncc3)CCO2)C1
XS844113a,COC(=O)C=1C=CC(=CC1)OCC(=O)N2CCCC(C2)C(N)=O,1.032,O=C(COc1ccccc1)N1CCCCC1
XS841768b,CC(NC(=O)C=1OC=C2CCCC12)(C(=O)O)C=3C=CC(F)=CC3,0.56,O=C(NCc1ccccc1)c1occ2c1CCC2
XS525094b,CN1C=CC(=N1)NC(=O)NC2CCCN(C2)C=3C=CC=CC3F,1.418,O=C(Nc1cc[nH]n1)NC1CCCN(c2ccccc2)C1
XS328610b,O=C(C1COC=2C=CC=CC2O1)N3CC(C3)C=4C=C(CO)ON4,0.524,O=C(C1COc2ccccc2O1)N1CC(c2ccon2)C1
XS844108a,O=C(NC=1C=CC(F)=CN1)N2CCOC(CC=3C=CC=CC3)C2,0.406,O=C(Nc1ccccn1)N1CCOC(Cc2ccccc2)C1
XS836663b,CCOC1=NN=C(CN2CC(CC=3C=CC=CC32)C(N)=O)S1,0.392,c1ccc2c(c1)CCCN2Cc1nncs1
XS654029b,CC1=NN(C)C(C)=C1CCC(=O)N2CCCC(C2)N3C=NC=N3,1.25,O=C(CCc1cn[nH]c1)N1CCCC(n2cncn2)C1
XS840142b,CC=1N=C(NC(=O)C1C)C=2C=CC(=NC2)N3CCCC(C)(F)C3,7.21,O=c1ccnc(-c2ccc(N3CCCCC3)nc2)[nH]1
XS394893b,CC(NC(=O)C=1C=CC(=CC1)N2CCCC2=O)C3=CC=CS3,0.68,O=C(NCc1cccs1)c1ccc(N2CCCC2=O)cc1
XS844123a,CCOC(=O)C1=NN(CC2CCCOC2)C(C(=O)OCC)=C1C,2.804,c1cnn(CC2CCCOC2)c1
XS816070b,CC(C)CNC(=O)C(C)NC=1C=CC(F)=C(C1)NC(=O)C2CC2,1.026,O=C(Nc1ccccc1)C1CC1
XS838648b,COC=1C=CC(=CC1OC(F)F)NC(C)C2CS(=O)(=O)C2,0.66,O=S1(=O)CC(CNc2ccccc2)C1
XS474522b,O=C(C=1C=CC=2OCC(=O)NC2C1)N3CCCC(C3)N4C=CC=N4,1.134,O=C1COc2ccc(C(=O)N3CCCC(n4cccn4)C3)cc2N1
XS844119a,CC(C)C(NC(=O)CN1C=NC=2C=CC=CC21)C=3C=CC(F)=CC3,0.76,O=C(Cn1cnc2ccccc21)NCc1ccccc1
XS839750b,CC(C1=NC=2C=CC=CC2S1)N(C)CC=3N=NSC3Cl,0.536,c1ccc2sc(CNCc3csnn3)nc2c1
XS840421b,CC(OC(=O)C=1C=CC=CC1C=2C=CC=CC2C#N)C(=O)N(C)C,2.172,c1ccc(-c2ccccc2)cc1
XS844117a,O=C(CC=1C=CC=2CCCCC2C1)N3CCCC(C3)N4C=NC=N4,0.84,O=C(Cc1ccc2c(c1)CCCC2)N1CCCC(n2cncn2)C1
XS840655b,C#CCN(C(=O)NC=1C=CC=NC1OC)C2CCC=3C=CC=CC32,0.55,O=C(Nc1cccnc1)NC1CCc2ccccc21
XS844125a,CN1C=NN=C1C2CCCN(C2)S(=O)(=O)C=3C=CC=CC3N,0.446,O=S(=O)(c1ccccc1)N1CCCC(c2nnc[nH]2)C1
XS330370b,COCC1(CCCN1C(=O)C2=CC(=NN2C)C(C)(C)C)C(N)=O,1.704,O=C(c1ccn[nH]1)N1CCCC1
XS840334b,O=C(NCC1OC(=O)CC21CCC2)NC=3C=CC4=CC=CC=C4N3,2.9,O=C(NCC1OC(=O)CC12CCC2)Nc1ccc2ccccc2n1
XS839184b,COCC1C=CCCN1C(=O)NCC=2C=CC(OC)=C(C2)OC,1.994,O=C(NCc1ccccc1)N1CC=CCC1
XS844120a,CC(NC(=O)C=1C=CC=CC1)C(=O)NCC2(CC2)C=3C=CC=CC3,1.656,O=C(CNC(=O)c1ccccc1)NCC1(c2ccccc2)CC1
XS844118a,O=S(=O)(C1=CNC=2C=CC=C(F)C12)N3CCOC(C3)C4CC4,0.998,O=S(=O)(c1c[nH]c2ccccc12)N1CCOC(C2CC2)C1
XS803664b,CC(C)C1=CSC(=N1)NC(=O)C2CCCN(C2)C=3C=NC=CN3,0.86,O=C(Nc1nccs1)C1CCCN(c2cnccn2)C1
XS585644b,CC(=O)NC1(CCN(C1)C=2C=CC(C#N)=CC2F)C3=NC(C)=NO3,1.28,c1ccc(N2CCC(c3ncno3)C2)cc1
PK014822b,CC=1C=CC(=CC1NCC(=O)N2CCCC(C)C2)NC(=O)C3CC3,0.778,O=C(Nc1cccc(NCC(=O)N2CCCCC2)c1)C1CC1
XS844139a,CC=1C=CC=C2C(=O)NC(NC12)C3=CSC(=N3)C=4C=CSC4,0.824,O=C1NC(c2csc(-c3ccsc3)n2)Nc2ccccc21
XS844135a,COC=1N=CC=CC1C(=O)NC(C)C=2C=CC=3OCC(=O)NC3C2,1.328,O=C1COc2ccc(CNC(=O)c3cccnc3)cc2N1
XS840555b,CC(OC(=O)C1=CC=CO1)C(=O)NC=2N=CC(Cl)=CC2Cl,3.48,O=C(COC(=O)c1ccco1)Nc1ccccn1
XS844140a,CC(C)CCOC=1C=CC(=CC1)C(C)NC(=O)CCN2C=NC=N2,2.874,O=C(CCn1cncn1)NCc1ccccc1
XS844132a,CCN1N=NC=2C=C(C=CC21)C(=O)OC(C)C(=O)NC3CCCC3,0.526,O=C(COC(=O)c1ccc2[nH]nnc2c1)NC1CCCC1
XS605855b,CC(=O)N1CCC=2C=C(C=CC21)NC(C)C(=O)NC=3C=C(C)ON3,2.504,O=C(CNc1ccc2c(c1)CCN2)Nc1ccon1
XS844137a,CC(=O)NC1CCCN(C1)C(=O)C=2C=CC(=CC2)SC(F)F,0.426,O=C(c1ccccc1)N1CCCCC1
XS844130a,O=C(C=1C=CC(=NN1)N2CCCC2)N3CCCC(C3)N4C=CC=N4,3.296,O=C(c1ccc(N2CCCC2)nn1)N1CCCC(n2cccn2)C1
XS516107b,CC=1C=CC(C#N)=CC1S(=O)(=O)N2CCCC2C3=NN=CN3C,1.502,O=S(=O)(c1ccccc1)N1CCCC1c1nnc[nH]1
XS844133a,CCNC(=O)CC1CCCCN1C(=O)C2=CC=3N=C(C)C=CC3O2,0.312,O=C(c1cc2ncccc2o1)N1CCCCC1
XS844129a,O=C(C1=CN=C2SC=CN2C1=O)N3CCCC(C3)N4C=CC=N4,2.858,O=C(c1cnc2sccn2c1=O)N1CCCC(n2cccn2)C1
XS840941b,CN1CC(CC1=O)C(=O)N2CCC3(CCC=4C=CC=CC4O3)CC2,5.888,O=C1CC(C(=O)N2CCC3(CCc4ccccc4O3)CC2)CN1
XS844136a,COC=1C=C(C=CC1O)CNC(=O)NC2COC=3C=CC=CC3C2,0.406,O=C(NCc1ccccc1)NC1COc2ccccc2C1
XS697655b,COC=1C=CC=2NC=C(CCNC(=O)C3CC=4C=CC=CC4O3)C2C1,0.564,O=C(NCCc1c[nH]c2ccccc12)C1Cc2ccccc2O1
XS844141a,CC=1C=CC=C2SC(=NC12)NC(=O)NC3CC(=O)N(C3)C(C)C,4.714,O=C1CC(NC(=O)Nc2nc3ccccc3s2)CN1
XS844146a,CC1=C(SC=2N=C(C)NC(=O)C12)C(=O)OC(C)C(=O)NC3CC3,1.666,O=C(COC(=O)c1cc2c(=O)[nH]cnc2s1)NC1CC1
XS844151a,NC(=O)C1CCN(C1)C(=O)C2=CC=C(S2)C=3C=CC(Cl)=CC3,4.718,O=C(c1ccc(-c2ccccc2)s1)N1CCCC1
XS842441b,CC=1C=CC(C)=C(C1)C(=O)N2CCN(CC2)C(C#N)C=3C=CC=CC3,1.082,O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1
XS841286b,O=C(CC1=CC=CO1)NC2CC(=O)N(C2)C=3C=CC(Cl)=C(F)C3,2.498,O=C(Cc1ccco1)NC1CC(=O)N(c2ccccc2)C1
XS838740b,CC(C=1C=CC(F)=CC1)S(=O)(=O)N(C)CC=2C=CC(C#N)=NC2,0.494,O=S(=O)(Cc1ccccc1)NCc1cccnc1
XS844144a,O=C(NC1CC2(CCC2)OC=3C=CC=CC31)C4=NC=CN5C=CN=C45,1.858,O=C(NC1CC2(CCC2)Oc2ccccc21)c1nccn2ccnc12
XS840335b,COC(=O)CC1CN(C(=O)C=2C=CC(=NN2)N(C)C)C3(CC3)CO1,1.934,O=C(c1cccnn1)N1CCOCC12CC2
XS841232b,CC1(C)CN(CC=2C=CC(F)=CC21)C(=O)CC3C=CS(=O)(=O)C3,1.27,O=C(CC1C=CS(=O)(=O)C1)N1CCc2ccccc2C1
XS844166a,CC1=CC(C)=CC(=C1)C2(CC2)C(=O)NC3CCCC=4NC(=O)C=CC43,4.642,O=C(NC1CCCc2[nH]c(=O)ccc21)C1(c2ccccc2)CC1
XS844162a,CC(=O)NC=1C=CC=CC1OCC(=O)NC2CCCC=3C=CC=CC32,0.444,O=C(COc1ccccc1)NC1CCCc2ccccc21
XS844169a,COC(=O)C=1C=CC(=CC1)S(=O)(=O)NC(C)C(=O)N2CCCC2,0.826,O=C(CNS(=O)(=O)c1ccccc1)N1CCCC1
XS844157a,CC1=CC(=NO1)NC(=O)C(C)NC=2C=CC(Br)=C(C)C2,0.998,O=C(CNc1ccccc1)Nc1ccon1
XS844161a,CC1=CC=NC2=NC(=NN12)C(=O)OC(C)C(=O)NCC=3C=CC=CC3,0.962,O=C(COC(=O)c1nc2ncccn2n1)NCc1ccccc1
XS844164a,O=C(NC1CCCN(C1)C=2N=CC=CN2)C3=CC=4CCCC4NC3=O,5.62,O=C(NC1CCCN(c2ncccn2)C1)c1cc2c([nH]c1=O)CCC2
XS844159a,CC(C)C1=CC(=NO1)C(=O)N2CCCCC2C3=CC=4C=CC=CC4N3,2.892,O=C(c1ccon1)N1CCCCC1c1cc2ccccc2[nH]1
XS839947b,O=C(NCC=1C=CC2=CC=CC=C2C1)NC3CCCC43CCOCC4,1.692,O=C(NCc1ccc2ccccc2c1)NC1CCCC12CCOCC2
XS844165a,CC1=CC=C(C(=O)N2CCCC2C=3C=CC=4OCCOC4C3)C(=O)N1,16.644,O=C(c1ccc[nH]c1=O)N1CCCC1c1ccc2c(c1)OCCO2
XS844160a,CC=1C(F)=CC=CC1S(=O)(=O)N2CCCC(CN3C=NC=N3)C2,4.396,O=S(=O)(c1ccccc1)N1CCCC(Cn2cncn2)C1
XS839586b,CN(C)C(=O)N1CCN(C(=O)C(F)OC=2C=CC=NC2)C(C)(C)C1,2.004,O=C(COc1cccnc1)N1CCNCC1
XS844178a,CCN(CC)C=1C=CC(=CN1)C(=O)N2CCCC(C2)C3=NC(C)=NO3,0.568,O=C(c1cccnc1)N1CCCC(c2ncno2)C1
XS841544b,CN1N=NC=2CC(CCC21)NC(=O)N3CCN4N=C(C=C4C3)C5CC5,2.598,O=C(NC1CCc2[nH]nnc2C1)N1CCn2nc(C3CC3)cc2C1
XS836924b,CCCCS(=O)(=O)NCC(=O)N1CC(C)OC=2C=C(F)C=CC21,11.998,c1ccc2c(c1)NCCO2
XS844174a,COC1=CC(OC)=C(C=C1C(=O)NC2CCCC=3C=CC=CC32)OC,1.036,O=C(NC1CCCc2ccccc21)c1ccccc1
XS844173a,COC=1C=CC(C(=O)NC2CCC=3NN=CC3C2)=C(C1)OCC4CC4,1.196,O=C(NC1CCc2[nH]ncc2C1)c1ccccc1OCC1CC1
XS732190b,CC=1N=C(C)N(N1)C2CCCN(C2)C(=O)C=3C=CC(=NC3)NC4CC4,3.302,O=C(c1ccc(NC2CC2)nc1)N1CCCC(n2cncn2)C1
XS841991b,CC1=CSC(=N1)C(NC(=O)C=2C=C3C(=O)NC=NC3=CN2)C4CC4,2.098,O=C(NC(c1nccs1)C1CC1)c1cc2c(=O)[nH]cnc2cn1
XS844172a,COCC(C)NC(=O)C=1C=CC=2C(=O)N3CCCCCCC3=NC2C1,0.456,O=c1c2ccccc2nc2n1CCCCCC2
XS844175a,CC1=C(SC=2N=C(C)N=C(C)C12)C(=O)NC(C)CCC3=CC=CO3,0.568,O=C(NCCCc1ccco1)c1cc2cncnc2s1
XS837070b,CCCCN(C)S(=O)(=O)N1CC(OC=2C=CC=CC21)C(=O)NC,2.564,c1ccc2c(c1)NCCO2
XS694601b,CC(NC(=O)C=1C=CC=2SCCC(=O)NC2C1)C=3C=CC(F)=CC3,0.932,O=C1CCSc2ccc(C(=O)NCc3ccccc3)cc2N1
XS839979b,COCC1=NNC(=N1)C2CCCCN2C=3C=CC(=NN3)C(F)(F)F,1.438,c1cnnc(N2CCCCC2c2ncn[nH]2)c1
XS844179a,O=C(CCNC(=O)C1CC=2C=CC=CC2S1)NCC=3C=CC=NC3,0.778,O=C(CCNC(=O)C1Cc2ccccc2S1)NCc1cccnc1
XS838255b,O=S1(=O)CCCC(COC=2C=C(N=CN2)NCC=3C=CC=CC3)C1,1.342,O=S1(=O)CCCC(COc2cc(NCc3ccccc3)ncn2)C1
XS844184a,CC=1N=CC=2CC(CCC2N1)NC(=O)C=3C=C(Cl)C=4OCOC4C3,1.304,O=C(NC1CCc2ncncc2C1)c1ccc2c(c1)OCO2
XS556005b,O=C(CNC(=O)C=1C=CC=C(Cl)C1)N2CCCCC2C=3N=CNN3,1.028,O=C(NCC(=O)N1CCCCC1c1nc[nH]n1)c1ccccc1
XS844191a,CC=1C=C(C(=O)NCC(C)C2CC2)C3=CC(Br)=CC=C3N1,0.564,O=C(NCCC1CC1)c1ccnc2ccccc12
XS844186a,O=C(NC=1C=CC=CC1N2C=CC=N2)C3CC(=O)N(C3)C=4C=CC=CC4,2.656,O=C(Nc1ccccc1-n1cccn1)C1CC(=O)N(c2ccccc2)C1
XS844185a,CC(C)CN1CC(CC1=O)C(=O)NCCOC=2C=CC=3OCOC3C2,6.074,O=C1CC(C(=O)NCCOc2ccc3c(c2)OCO3)CN1
XS844188a,CN(CC(=O)N1N=C(CC1C2=CC=CO2)C3=CC=CO3)C=4C=CC=CC4,4.18,O=C(CNc1ccccc1)N1N=C(c2ccco2)CC1c1ccco1
XS423376b,CN1C=C(C=N1)C(NC(=O)N2CCCC(C)(C)C2)C=3C=CC(F)=CC3,1.262,O=C(NC(c1ccccc1)c1cn[nH]c1)N1CCCCC1
XS839983b,CC=1C=CC=C(NC(=O)NC(C)CS(C)(=O)=O)C1Br,0.39,c1ccccc1
XS841796b,CN1C=C(C=N1)C2=CC=C(S2)C3NC(C)(C)C(=O)N3CC(C)(C)C,1.636,O=C1CNC(c2ccc(-c3cn[nH]c3)s2)N1
XS794456b,COC1=CN(N=C1C(=O)NCC2CCS(=O)(=O)C2)C=3C=CC=CC3,1.286,O=C(NCC1CCS(=O)(=O)C1)c1ccn(-c2ccccc2)n1
XS844205a,N#CC=1C=CC=C(C1)NC2CCN(C2)C(=O)C3=NNC=4CCSCC34,1.744,O=C(c1n[nH]c2c1CSCC2)N1CCC(Nc2ccccc2)C1
XS838936b,CC(C)N(CC1=NN=C(O1)C=2C=CC=CC2)C(=O)C(C)S(C)(=O)=O,1.634,c1ccc(-c2nnco2)cc1
XS844198a,O=C(C=1C=CC=2OCOC2C1)N3CCCC3C4=NC=5C=CC=CC5S4,6.216,O=C(c1ccc2c(c1)OCO2)N1CCCC1c1nc2ccccc2s1
XS795826b,COC=1C=CC=CC1CN(C)C(=O)CCC2CC=3C=CC=CC3NC2=O,0.876,O=C(CCC1Cc2ccccc2NC1=O)NCc1ccccc1
XS841361b,O=C(C=1C=CC(=CC1)C2=NN=NN2)N3CCCCC(C3)C4CCOCC4,0.9,O=C(c1ccc(-c2nnn[nH]2)cc1)N1CCCCC(C2CCOCC2)C1
XS844207a,CC1CCCN(C1)C(=O)CN2C=NC3=C(C=NN3C=4C=CC=CC4)C2=O,1.038,O=C(Cn1cnc2c(cnn2-c2ccccc2)c1=O)N1CCCCC1
XS844192a,CN(C(=O)C1=CC=C(O1)C=2C=CC=CC2Cl)C3CCS(=O)(=O)C3,3.15,O=C(NC1CCS(=O)(=O)C1)c1ccc(-c2ccccc2)o1
XS844197a,O=C(O)C(CC1=CNC=2C=CC=CC12)NC(=O)NCC=3C=CC(F)=CC3,0.51,O=C(NCCc1c[nH]c2ccccc12)NCc1ccccc1
XS844200a,CC1=C(C=CN1CC=2C=CC=CC2)C(=O)N3CCC(O)(C3)C(F)(F)F,0.446,O=C(c1ccn(Cc2ccccc2)c1)N1CCCC1
XS747397b,CC=1C=CC(C)=C(C1)NC(=O)CN2CCCC(C2)C3=NN=CN3C4CC4,1.57,O=C(CN1CCCC(c2nncn2C2CC2)C1)Nc1ccccc1
XS058229c,FC(F)(F)C1=NN=C2C=CC(=NN12)NC3CCN(CC=4C=CC=CC4)C3,15.89,c1ccc(CN2CCC(Nc3ccc4nncn4n3)C2)cc1
XS837700b,CN1C=NC=2C(=NNC2C1=O)C(=O)N3CCOCC3C=4C=CC=CC4F,10.0,O=C(c1n[nH]c2c(=O)[nH]cnc12)N1CCOCC1c1ccccc1
XS844225a,CCOC(=O)C1=C(COC(=O)C2=CC=CO2)NC(=O)NC1C3=CC=CO3,0.934,O=C1NC(COC(=O)c2ccco2)=CC(c2ccco2)N1
XS844219a,CC=1C=CC(=CC1Cl)NC(=O)C(C=2C=CC=CC2)N3CCN(C)CC3,9.8,O=C(Nc1ccccc1)C(c1ccccc1)N1CCNCC1
XS844222a,CC1=NC=2C=C(C=CC2O1)NC(C)C(=O)NC=3C=CC(=CC3)C(F)(F)F,0.464,O=C(CNc1ccc2ocnc2c1)Nc1ccccc1
XS844215a,CC=1C=CC(=CC1C)SCCNC(=O)C2CCCN(C2)C(=O)C(C)C,1.366,O=C(NCCSc1ccccc1)C1CCCNC1
XS844221a,O=C1CSC(C2=CN(N=C2C=3C=CC=CC3)C=4C=CC=CC4)N1CCO,1.83,O=C1CSC(c2cn(-c3ccccc3)nc2-c2ccccc2)N1
XS844212a,CCN(CC=1C=CC=2OCOC2C1)C(=O)C(C)CC=3C(C)=NN(C)C3C,0.686,O=C(CCc1cn[nH]c1)NCc1ccc2c(c1)OCO2
XS441117b,CC1=NNC(C)=C1C2CCCN2C(=O)NC=3C=C(Cl)C=C4CCOC34,1.81,O=C(Nc1cccc2c1OCC2)N1CCCC1c1cn[nH]c1
XS428127b,O=C1C(CCN1CC=2C=CC=CC2)NS(=O)(=O)C=3C=CC(F)=CC3F,2.952,O=C1C(NS(=O)(=O)c2ccccc2)CCN1Cc1ccccc1
XS841430b,CCN(CC(C)C#N)S(=O)(=O)N1CC=2C=CC=CC2C=3C=CC=CC3C1,0.684,c1ccc2c(c1)CNCc1ccccc1-2
XS837188b,CN(CCN1C=C(C=CC1=O)[N+]([O-])=O)C2CCCN(C=3C=CC=CC3)C2=O,1.382,O=C1C(NCCn2ccccc2=O)CCCN1c1ccccc1
XS844230a,CC=1C=CC(=CC1)OC(C)C(=O)NCC=2C=CC(=CC2)C(=O)N3CCCC3,0.53,O=C(COc1ccccc1)NCc1ccc(C(=O)N2CCCC2)cc1
XS844236a,COCC=1C=CC(=CC1)C(=O)N2CCCC(C2)C(=O)NC=3C=CC(C)=CN3,2.3,O=C(Nc1ccccn1)C1CCCN(C(=O)c2ccccc2)C1
XS838018b,O=C(CC1CCCCC1)N2CCCN(CC2)C(=O)C3CCS(=O)(=O)N3,2.066,O=C(CC1CCCCC1)N1CCCN(C(=O)C2CCS(=O)(=O)N2)CC1
XS814389b,CC1=NC=2C=C(C=CC2O1)NC(C)C(=O)NC=3C=CC(=CC3)S(N)(=O)=O,0.738,O=C(CNc1ccc2ocnc2c1)Nc1ccccc1
XS844228a,CN1C=NC(=N1)C=2C=CC(=CC2)OCC(O)COCC=3C=CC(Cl)=CC3,0.624,c1ccc(COCCCOc2ccc(-c3nc[nH]n3)cc2)cc1
XS844234a,CCN(CCNC(=O)CC(NC(C)=O)C1=CC=CS1)C=2C=CC=CC2C,1.41,O=C(CCc1cccs1)NCCNc1ccccc1
XS844231a,COC(=O)CCNC(=O)C=1C=CC=C(C1)S(=O)(=O)N2CCCCC2C,0.57,O=S(=O)(c1ccccc1)N1CCCCC1
XS844232a,O=C(C=1C=CC(=CC1)S(=O)(=O)NC2CCS(=O)(=O)C2)N3CCCC3,0.466,O=C(c1ccc(S(=O)(=O)NC2CCS(=O)(=O)C2)cc1)N1CCCC1
XS841923b,CC1(C)C(CCS1(=O)=O)C(=O)N2CCC3(CCC=4C=CC=CC4C3)CC2,1.356,O=C(C1CCS(=O)(=O)C1)N1CCC2(CCc3ccccc3C2)CC1
XS836994b,COC=1C=CC(=CC1Br)C(C)NC(=O)C=2C=CC3=NN=NN3C2,0.836,O=C(NCc1ccccc1)c1ccc2nnnn2c1
XS151297c,O=C(NC=1C=CC(Cl)=C(C1)C(F)(F)F)C2CC(=O)NC=3C=CC=CC32,0.874,O=C1CC(C(=O)Nc2ccccc2)c2ccccc2N1
XS842445b,CNS(=O)(=O)C1CCN(C1)C(=O)C=2N=C(OC2C3CC3)C=4C=CC=CC4,1.68,O=C(c1nc(-c2ccccc2)oc1C1CC1)N1CCCC1
XS844242a,CC1CN(CC2(CCOCC2)O1)C(=O)C3=CNN=C3C4=CC=5C=CC=CC5O4,14.194,O=C(c1c[nH]nc1-c1cc2ccccc2o1)N1CCOC2(CCOCC2)C1
XS841567b,CC1(CCCCC1)C2=CC(=NO2)NC(=O)NCC3(CO)CC43CCOCC4,1.934,O=C(NCC1CC12CCOCC2)Nc1cc(C2CCCCC2)on1
XS844243a,O=C(NC1CCCN(C1)C(=O)N2CCCC2)C3=CC=4C(F)=CC=C(F)C4N3,0.392,O=C(NC1CCCN(C(=O)N2CCCC2)C1)c1cc2ccccc2[nH]1
XS840358b,O=C(N1CCN(CC1)C2CC(=O)N(C2=O)C3CC3)C45CC6CC(CC(C6)C5)C4,3.608,O=C1CC(N2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CC2)C(=O)N1C1CC1
XS329128b,COCC1=NN2CC(CCC2=N1)NC(=O)C=3C=CC(=CC3)CCC(F)(F)F,2.548,O=C(NC1CCc2ncnn2C1)c1ccccc1
XS842127b,CC1=CC(C(=O)NC(C=2C=CN(C)C2)C(F)(F)F)=C(C)N1C3=NC=CS3,0.908,O=C(NCc1cc[nH]c1)c1ccn(-c2nccs2)c1
XS844241a,CN1N=CC(C(=O)NC2CC3(CCC3)OC=4C=CC=CC42)=C1CC=5C=CC=CC5,1.47,O=C(NC1CC2(CCC2)Oc2ccccc21)c1cn[nH]c1Cc1ccccc1
XS840612b,CC(=O)NC1=NC(=CS1)COC(=O)C=2C=CC=3SC(C)C(=O)NC3C2,0.706,O=C1CSc2ccc(C(=O)OCc3cscn3)cc2N1
XS844248a,COC=1C=CC(=CC1)C(CNC(=O)C2CCOCC2)C3=CNC=4C=CC=CC34,0.582,O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)C1CCOCC1
XS838886b,O=C(NC=1C=CC2=C(C1)CCC(=O)N2CC3CCC3)C4CCC5=NN=CN5C4,8.398,O=C(Nc1ccc2c(c1)CCC(=O)N2CC1CCC1)C1CCc2nncn2C1
XS844240a,CNC(=O)NC(=O)C(C)OC(=O)C1=CC=C(O1)C=2C=CC=C(C2)C(F)(F)F,1.542,c1ccc(-c2ccco2)cc1
XS839007b,COC1COC2=C(C=NN2C1)C(=O)NC=3C=CC=4C=NNC4C3Br,2.934,O=C(Nc1ccc2cn[nH]c2c1)c1cnn2c1OCCC2
XS844260a,CC(C)C1=NOC(=N1)C(C)N2CCN(CC2)S(=O)(=O)C=3C=CC(C#N)=CC3,1.062,O=S(=O)(c1ccccc1)N1CCN(Cc2ncno2)CC1
