mol_id,smiles,stage1_label,scaffold
XS842196b,CC(NC(=O)C=1C=NOC1C2=CC=CO2)C3=NC(=CN3)C=4C=CC=CC4,0,O=C(NCc1nc(-c2ccccc2)c[nH]1)c1cnoc1-c1ccco1
XS843463a,CC(NCC(=O)NC=1C=CC=CC1C(=O)NC2CC2)C=3C=CC(F)=CC3,0,O=C(CNCc1ccccc1)Nc1ccccc1C(=O)NC1CC1
XS841930b,COC=1C=CC=C(C1)COC2CCN(C2)C3=NC=NN4C(C#N)=CC=C34,1,c1ccc(COC2CCN(c3ncnn4cccc34)C2)cc1
XS843456a,CCN1CC(CN(C)CC=2C=CC(=CC2)C(=O)OC)OC=3C=CC=CC31,0,c1ccc(CNCC2CNc3ccccc3O2)cc1
XS842186b,CN(CC=CC=1C=CC=CC1)C(=O)CN2CCCC(C2=O)C(F)(F)F,1,O=C(CN1CCCCC1=O)NCC=Cc1ccccc1
XS843457a,COC=1C=CC=CC1C(=O)N2CCN(CC2)C(C#N)C=3C=CC(F)=CC3,1,O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1
XS551822b,CC(CCC=1C=CC=CC1)NC(=O)N2CCC(CC2)NC=3C=CC=NN3,0,O=C(NCCCc1ccccc1)N1CCC(Nc2cccnn2)CC1
XS836786b,CC(OC=1C=CC=CC1F)C(=O)NN=CC=2C=NN(N2)C=3C=CC=CC3,1,O=C(COc1ccccc1)NN=Cc1cnn(-c2ccccc2)n1
XS843459a,OC(COC=1C=CC=2CCCC2C1)CN3CCN(CC3)C=4C=CC=CC4,1,c1ccc(N2CCN(CCCOc3ccc4c(c3)CCC4)CC2)cc1
XS420230b,CC(=O)NC1C(=O)N(CCCOC=2C=CC=CC2)C=3C(C)=CC(C)=CC31,0,O=C1Cc2ccccc2N1CCCOc1ccccc1
XS842709b,CC=1N=C(C2=CNC=3C=C(Cl)C=CC23)N(N1)C4CCS(=O)(=O)C4,0,O=S1(=O)CCC(n2ncnc2-c2c[nH]c3ccccc23)C1
XS841754b,CC1N(CCC1(F)F)C2=NN=NN2CCCN3CCCS3(=O)=O,0,O=S1(=O)CCCN1CCCn1nnnc1N1CCCC1
XS843455a,CC=1C=CN(N1)C=2C=CC(=CC2)C(=O)N3CCCCC3CN4C=CC=N4,1,O=C(c1ccc(-n2cccn2)cc1)N1CCCCC1Cn1cccn1
XS407112b,O=C(NCC=1C=CC(=CC1)OCC=2C=CC=C(F)C2)C3CCNC(=O)C3,1,O=C1CC(C(=O)NCc2ccc(OCc3ccccc3)cc2)CCN1
XS843458a,COC=1C=CC(OC)=C(C1)NC(=O)C(C)N2C(=O)C=3C=CC=CC3C2=O,1,O=C(CN1C(=O)c2ccccc2C1=O)Nc1ccccc1
XS576153b,CC1=NOC=2N=CN=C(NC3CCN(C3=O)C=4C(C)=CC(C)=CC4C)C12,1,O=C1C(Nc2ncnc3oncc23)CCN1c1ccccc1
XS488500b,CN1C=C(C=C1C(=O)N2CCCCC2C3=NN=C4CCCCN34)C(N)=O,0,O=C(c1ccc[nH]1)N1CCCCC1c1nnc2n1CCCC2
XS389288b,CCOC=1C(Cl)=CC(=CC1Cl)C(=O)NC2CCS(=O)(=O)C2,0,O=C(NC1CCS(=O)(=O)C1)c1ccccc1
XS742677b,COC=1C=CC(=CC1)CC2CCCN2CC3=CC(=O)N4C=CC=CC4=N3,0,O=c1cc(CN2CCCC2Cc2ccccc2)nc2ccccn12
XS843462a,O=C(NCC1CCCCN1CC2=NC(=NO2)C3CC3)NC=4C=CC=CC4,0,O=C(NCC1CCCCN1Cc1nc(C2CC2)no1)Nc1ccccc1
XS837074b,O=C(CNS(=O)(=O)C1CCCOC1)NC=2C=CC(F)=C(F)C2F,1,O=C(CNS(=O)(=O)C1CCCOC1)Nc1ccccc1
XS837778b,CN1C(=CC=2C=C(Br)C=NC21)C(=O)N3CCOC(CF)C3,1,O=C(c1cc2cccnc2[nH]1)N1CCOCC1
XS679741b,COC=1C=CC(OC)=C(C1)C2CCCN2C(=O)C3=CNC=4C=CC=CC34,0,O=C(c1c[nH]c2ccccc12)N1CCCC1c1ccccc1
XS839360b,CN1N=NC=2C=CC=C(CNCC(F)C=3C=CC(Br)=CC3)C21,0,c1ccc(CCNCc2cccc3nn[nH]c23)cc1
XS843466a,CS(=O)(=O)N1CC=2C=CC=CC2CC1C(=O)NCCC=3C=CC=CN3,0,O=C(NCCc1ccccn1)C1Cc2ccccc2CN1
XS640868b,CCC=1N=CN=C(C1F)N(C)CC2CCC3=NC(=CN3C2)C(F)(F)F,1,c1cc(NCC2CCc3nccn3C2)ncn1
XS334393b,CCOC=1N=C(C)C=CC1C(=O)N2CCCC(O)(CC3=NN=CN3C)C2,0,O=C(c1cccnc1)N1CCCC(Cc2nnc[nH]2)C1
XS837641b,CC1(C)CC(CN1CC(=O)NC2=NC=3CCCC3S2)S(N)(=O)=O,0,O=C(CN1CCCC1)Nc1nc2c(s1)CCC2
XS626902b,CN1CCC(C2=NC(=NO2)C=3C=CC(=CN3)OCC(F)F)S1(=O)=O,1,O=S1(=O)NCCC1c1nc(-c2ccccn2)no1
XS808890b,O=S(=O)(NCC1CCC2=NC=CN2C1)C=3C=C(Cl)C=CC3Cl,0,O=S(=O)(NCC1CCc2nccn2C1)c1ccccc1
XS840480b,COC(=O)C=1C=C(OC1C)C2NC3=CC(OC)=C(C=C3C(=O)N2C)OC,0,O=C1NC(c2ccco2)Nc2ccccc21
XS722134b,CC1=CC=CC(C)=C1NC(=O)C(C)N(C)CC2=NC=3C=CC=CC3C(=O)N2,0,O=C(CNCc1nc2ccccc2c(=O)[nH]1)Nc1ccccc1
XS843467a,O=C(CCC(=O)N1CC(=O)NC=2C=CC=CC21)N3CCC3C=4C=CC=CC4,0,O=C1CN(C(=O)CCC(=O)N2CCC2c2ccccc2)c2ccccc2N1
XS843464a,CC=1N=C(SC1C(=O)OCC(=O)NCC2CCCO2)C=3C=CSC3,1,O=C(COC(=O)c1cnc(-c2ccsc2)s1)NCC1CCCO1
XS840799b,CCC(C)OC=1N=C2C=CC=CC2=NC1NS(=O)(=O)C=3C=CC=CC3,0,O=S(=O)(Nc1cnc2ccccc2n1)c1ccccc1
XS488692b,CC(NC(=O)NC=1C=CC=NC1)C=2C=C(F)C=CC2N3CCC(O)CC3,0,O=C(NCc1ccccc1N1CCCCC1)Nc1cccnc1
XS843465a,CC(C(=O)N1CCC(CC1)C2=NC(=NN2)C=3C=CC=CC3)C=4C=NC=NC4,1,O=C(Cc1cncnc1)N1CCC(c2nc(-c3ccccc3)n[nH]2)CC1
XS471670b,CC(=O)NC1(CCN(CC2=NN=C(C)N2C3CC3)C1)C4=NC(C)=CS4,0,c1csc(C2CCN(Cc3nncn3C3CC3)C2)n1
XS843469a,CNC(=O)C1CCCCN1S(=O)(=O)C=2C=NN(C2)CC=3C=CC=CC3,0,O=S(=O)(c1cnn(Cc2ccccc2)c1)N1CCCCC1
XS569498b,O=C1CC(CN1CC(F)(F)F)C2=NC(CN3C=NC=4C=CC=CC43)=NO2,1,O=C1CC(c2nc(Cn3cnc4ccccc43)no2)CN1
XS549349b,CCC1=C(C=NN1CC(C)C)C(=O)NC2CCOC=3C(Cl)=CC=CC32,0,O=C(NC1CCOc2ccccc21)c1cn[nH]c1
XS837314b,COC=1C=NC=CC1C(C)NC(=O)N(CC=2C=COC2)C3CCCCC3,0,O=C(NCc1ccncc1)N(Cc1ccoc1)C1CCCCC1
XS589969b,CC(C1=NC(=NO1)C=2C=CC=C3NC=CC23)S(=O)(=O)C4CCOCC4,1,O=S(=O)(Cc1nc(-c2cccc3[nH]ccc23)no1)C1CCOCC1
XS838768b,CC(C)(CN1CCN(CC1)C=2C=CC=CC2)NCC(F)C3CCOCC3,1,c1ccc(N2CCN(CCNCCC3CCOCC3)CC2)cc1
XS839431b,COC(CC=1C=CC=CC1)CS(=O)(=O)NC2=NN(C)C=3CCOCC23,1,O=S(=O)(CCCc1ccccc1)Nc1n[nH]c2c1COCC2
XS696795b,CCCC1=CC(=O)NC(=N1)SCC(=O)N(CC)C2CCS(=O)(=O)C2,1,O=C(CSc1nccc(=O)[nH]1)NC1CCS(=O)(=O)C1
XS843479a,CC1=NC2=NC(=NN2C(C)=C1CCC(=O)N(C)C(C)C3CC3)C(F)(F)F,0,O=C(CCc1cnc2ncnn2c1)NCC1CC1
XS392885b,CC(NC(=O)C1CCN(CC1)C(=O)NCC2=CC=CO2)C=3C=CC=C(F)C3,0,O=C(NCc1ccccc1)C1CCN(C(=O)NCc2ccco2)CC1
XS843473a,CN1C(=O)NC=2C=CC(=CC21)C(=O)NC3CCN(C3)C(=O)C4CCCCC4,0,O=C(NC1CCN(C(=O)C2CCCCC2)C1)c1ccc2[nH]c(=O)[nH]c2c1
XS838884b,NC(=O)C=1C=C(Cl)C=C(C1)S(=O)(=O)N2CCOCCC2C(F)F,0,O=S(=O)(c1ccccc1)N1CCCOCC1
XS843472a,CC=1C=CN2N=CC(C(=O)NC3CCN(C3=O)C=4C=CC=C(Cl)C4)=C2N1,0,O=C(NC1CCN(c2ccccc2)C1=O)c1cnn2cccnc12
XS843475a,CC=1C=C(C=CC1Cl)C(=O)N2CCS(=O)(=O)CC2C=3C=NN(C)C3,1,O=C(c1ccccc1)N1CCS(=O)(=O)CC1c1cn[nH]c1
XS840902b,O=C(NC=1C=NC=2CCCC2C1)NC3CCN(C3=O)C=4C(F)=CC=CC4F,0,O=C(Nc1cnc2c(c1)CCC2)NC1CCN(c2ccccc2)C1=O
XS843482a,CCN(CC)C(CNC(=O)C=1C=NC2=C(C1)C(C)=NN2C)C=3C=CSC3,1,O=C(NCCc1ccsc1)c1cnc2[nH]ncc2c1
XS843484a,CCC=1C=CC(=CC1)C2CNCCN2C(=O)C=3C=CC(=CC3)N4C=CC(C)=N4,0,O=C(c1ccc(-n2cccn2)cc1)N1CCNCC1c1ccccc1
XS148277b,CNC(=O)C1CN(C(=O)COC(=O)C=2C=CC=CC2C)C=3C=CC=CC3O1,1,O=C(OCC(=O)N1CCOc2ccccc21)c1ccccc1
XS843485a,COC=1C=CC(=C(C1)OC)C2CCCN2C(=O)COC=3C=CC=C(Cl)C3,1,O=C(COc1ccccc1)N1CCCC1c1ccccc1
XS843470a,CC=1SC=2N=CN(CCC(=O)NC(C)C=3C=CC=C(O)C3)C(=O)C2C1C,1,O=C(CCn1cnc2sccc2c1=O)NCc1ccccc1
XS843483a,CN1C=C(C=N1)C2=NC(=CS2)C(=O)N3CCN(C)CC3C=4C=CC=CC4,0,O=C(c1csc(-c2cn[nH]c2)n1)N1CCNCC1c1ccccc1
XS159125c,CC=1C=C(NC(=O)CN2CCN3C=CC=C3C2C)N(N1)C=4C=CC(F)=CC4,0,O=C(CN1CCn2cccc2C1)Nc1ccnn1-c1ccccc1
XS842105b,O=C(NCCC=1C=C(F)C=C2COCOC12)C3CC(=NO3)C=4C=CC=CC4,1,O=C(NCCc1cccc2c1OCOC2)C1CC(c2ccccc2)=NO1
XS843481a,CC(C1=NC(=NO1)C(C)(C)C)N2CCC(CC2)C(=O)NC=3C=CC=CC3O,0,O=C(Nc1ccccc1)C1CCN(Cc2ncno2)CC1
XS843474a,COC=1C=C(F)C=C(C1)CNC(=O)N2CCC3(C2)C(=O)NC=4C=CC=CC43,1,O=C(NCc1ccccc1)N1CCC2(C1)C(=O)Nc1ccccc12
XS840683b,CC=1C(Cl)=CC(=CC1[N+]([O-])=O)S(=O)(=O)NCC(C)CN2C=CC=N2,0,O=S(=O)(NCCCn1cccn1)c1ccccc1
XS843489a,CCCCN1N=C(C=CC1=O)C(=O)NC(C2=NC=CN2C)C=3C=CC=C(F)C3,0,O=C(NC(c1ccccc1)c1ncc[nH]1)c1ccc(=O)[nH]n1
XS843500a,CN1C=C(C=N1)CC(CNC(=O)C=2N=CC=C3C=4C=CC=CC4NC23)C(N)=O,1,O=C(NCCCc1cn[nH]c1)c1nccc2c1[nH]c1ccccc12
XS843501a,CC(=O)N1CCC(CC1)NC(=O)C=2C=CC3=C(C2)CC(C)N3S(C)(=O)=O,0,O=C(NC1CCNCC1)c1ccc2c(c1)CCN2
XS843486a,CC1=CC(=NO1)NC(=O)C(C=2C=CC=CC2)N3CCN(CC3)C=4C=CC=NN4,0,O=C(Nc1ccon1)C(c1ccccc1)N1CCN(c2cccnn2)CC1
XS843493a,CN1C=C(C=N1)C2=NC=C(S2)C(=O)N3CCN(C)CC3CC=4C=CC=CC4,0,O=C(c1cnc(-c2cn[nH]c2)s1)N1CCNCC1Cc1ccccc1
XS843488a,O=C1NC(CN2CCCC(C2)C3=NNC(=N3)C=4C=CC=CC4)=NC=5C=CC=CC15,1,O=c1[nH]c(CN2CCCC(c3n[nH]c(-c4ccccc4)n3)C2)nc2ccccc12
XS843499a,O=C(CNC(=O)C1CCCN1S(=O)(=O)C=2C=CC=CC2)NC=3C=CC=CC3,0,O=C(CNC(=O)C1CCCN1S(=O)(=O)c1ccccc1)Nc1ccccc1
XS841083b,C=CCNC(=O)CN1CCN(CC1)C(=O)C2COC=3C=CC(Cl)=CC3C2,1,O=C(C1COc2ccccc2C1)N1CCNCC1
XS843492a,CNC(=O)NCCC(=O)N1CCOCC1C=2C(C)=NN(C2C)C=3C=CC=CC3,0,c1ccc(-n2cc(C3COCCN3)cn2)cc1
XS843490a,CC(OC=1C=CC=C(C1)N2C=NN=N2)C(=O)NC=3C=C(Cl)C=C(Cl)C3,1,O=C(COc1cccc(-n2cnnn2)c1)Nc1ccccc1
XS843496a,CC1=CC(C)=C(NC(=O)CNC(=O)CNC(C)C=2C=CC=C(Cl)C2)C(C)=C1,0,O=C(CNCc1ccccc1)NCC(=O)Nc1ccccc1
XS841515b,CCOC(=O)C1CN(CC21COC2)S(=O)(=O)C=3C=CC(=NC3)C(C)(C)C,1,O=S(=O)(c1cccnc1)N1CCC2(COC2)C1
XS394839b,CC1=CSC2=NC(=CC(=O)N12)CN3CCCC3C4=NC=5C=CC=CC5S4,1,O=c1cc(CN2CCCC2c2nc3ccccc3s2)nc2sccn12
XS839540b,CC(CS(C)(=O)=O)NC(=O)C1=CSC(=N1)C=2C=CC3=C(C2)CCN3C,1,c1csc(-c2ccc3c(c2)CCN3)n1
XS843494a,CN(CCOC=1C=CC(Cl)=CC1)C(=O)C2CC(=O)N(CC=3C=CC=CC3)C2,1,O=C(NCCOc1ccccc1)C1CC(=O)N(Cc2ccccc2)C1
XS843487a,CC(=O)NC=1C=CC(=CC1)NC(=O)C(C)OC(=O)CCCOC=2C=CC=CC2,1,O=C(COC(=O)CCCOc1ccccc1)Nc1ccccc1
XS837071b,CC=1C=C(CNCC(CC=2C=CC(F)=CC2)C(N)=O)C(=CC1C)OC(F)F,0,c1ccc(CCCNCc2ccccc2)cc1
XS840921b,COCC=1N=C(C=CC1Cl)NC(=O)NC2CCN(C2=O)C=3C=CN(C)N3,1,O=C(Nc1ccccn1)NC1CCN(c2cc[nH]n2)C1=O
XS843497a,CC1=NC(C(=O)NC(C)C=2N=CC=C(N2)C(F)(F)F)=C(O1)C=3C=CC=CC3,1,O=C(NCc1ncccn1)c1ncoc1-c1ccccc1
XS843511a,CCOC(=O)C=1SC(=NC1C)NC(=O)C2CCCN(C2)C(=O)N(CC)CC,0,O=C(Nc1nccs1)C1CCCNC1
XS840498b,CC(NC(=O)CCN1C=NC=N1)C(=O)N2CCN(CC2)C=3C=CC=C(Cl)C3,1,O=C(CCn1cncn1)NCC(=O)N1CCN(c2ccccc2)CC1
XS740955c,CC(C(=O)NCC(=O)NC=1C=CC(F)=C(F)C1F)N2CCCC=3C=CC=CC32,1,O=C(CN1CCCc2ccccc21)NCC(=O)Nc1ccccc1
XS843509a,CC1=C(C=NN1C2CCN(C)CC2)NC(=O)C=3C=C(NN3)C(C)C=4C=CC=CC4,1,O=C(Nc1cnn(C2CCNCC2)c1)c1cc(Cc2ccccc2)[nH]n1
XS843510a,CS(=O)(=O)CC=1C=CC(=CC1)C(=O)NC(C=2C=CC(F)=CC2)C3CCCC3,0,O=C(NC(c1ccccc1)C1CCCC1)c1ccccc1
XS761286b,CC=1C=CC(=CC1)NC(=O)NCC2CCCN(CC3=CN=C4C(C)=CC=CN34)C2,0,O=C(NCC1CCCN(Cc2cnc3ccccn23)C1)Nc1ccccc1
XS843507a,COC=1C=C2C=CC=CC2=CC1C(=O)NCC(C3=CC=CS3)N4CCOCC4,1,O=C(NCC(c1cccs1)N1CCOCC1)c1ccc2ccccc2c1
XS843502a,CC1=NN(C)C(C)=C1NC(=O)C(C)N2CCN(CC=3C=CC=C(Cl)C3)CC2,0,O=C(CN1CCN(Cc2ccccc2)CC1)Nc1cn[nH]c1
XS843505a,COC=1C=CC=CC1CNC(=O)C2CCCN2S(=O)(=O)C=3C(C)=NOC3C,0,O=C(NCc1ccccc1)C1CCCN1S(=O)(=O)c1cnoc1
XS843506a,O=C(CCC1=NC=2C=CC=CC2S1)N3CCCC3C=4C=CC=5OCCOC5C4,1,O=C(CCc1nc2ccccc2s1)N1CCCC1c1ccc2c(c1)OCCO2
XS843513a,CN1C=CN=C1C=2C=CC=C(C2)NC(=O)C=3CC(C(N)=O)N(N3)C=4C=CC=CC4,0,O=C(Nc1cccc(-c2ncc[nH]2)c1)C1=NN(c2ccccc2)CC1
XS843504a,CC=1SC(=NC1C(=O)N2CCC3(CC3C(=O)N(C)C4CC4)CC2)C5=CC=CO5,0,O=C(NC1CC1)C1CC12CCN(C(=O)c1csc(-c3ccco3)n1)CC2
XS843512a,CCN(CC(=O)NC1CCS(=O)(=O)C1)S(=O)(=O)C=2C=CC(C)=CC2C,1,O=C(CNS(=O)(=O)c1ccccc1)NC1CCS(=O)(=O)C1
XS843503a,CC1=NN(C(C)=C1NC(=O)CNC(C=2C=CC(F)=CC2)C(C)C)C=3C=CC=CC3,0,O=C(CNCc1ccccc1)Nc1cnn(-c2ccccc2)c1
XS685711b,CC(CNS(=O)(=O)C=1C=CC(F)=C(F)C1)N2CCN(CC2)C=3C=CC=CC3,0,O=S(=O)(NCCN1CCN(c2ccccc2)CC1)c1ccccc1
XS474726b,CC1=CC=C(C(=O)NCC2CCN3N=CC(C(=O)N4CCN(C)CC4)=C3C2)N1C,0,O=C(NCC1CCn2ncc(C(=O)N3CCNCC3)c2C1)c1ccc[nH]1
XS797544b,CC(C)(C)C=1C=CC(=CC1)CCC(=O)N2CCCC(C2)C3=NN=C4C=CC=CN34,0,O=C(CCc1ccccc1)N1CCCC(c2nnc3ccccn23)C1
XS840485b,NC(=O)NC(CC(=O)OCC=1C=C(Cl)C=2OCCOC2C1)C=3C=CC=CC3,1,O=C(CCc1ccccc1)OCc1ccc2c(c1)OCCO2
XS837689c,O=C(NNC1=NC(=NO1)C=2C=CN=CC2)C3CC(=O)N(C3)C=4C=CC=CC4Cl,0,O=C(NNc1nc(-c2ccncc2)no1)C1CC(=O)N(c2ccccc2)C1
XS841295b,NS(=O)(=O)C=1C=C(Br)C=NC1NC2CCOC3(CCCC3)C2,0,c1ccc(NC2CCOC3(CCCC3)C2)nc1
XS656992b,NC(=O)C1CCN(CC1)C=2C=CC=CC2NC(=O)CC3CCOC=4C=CC=CC43,0,O=C(CC1CCOc2ccccc21)Nc1ccccc1N1CCCCC1
XS397301b,CC=1C=CC(=CC1)S(=O)(=O)N2CCCC(C2)C(=O)N3CCCC=4C=CC=CC43,1,O=C(C1CCCN(S(=O)(=O)c2ccccc2)C1)N1CCCc2ccccc21
XS839107b,CC=1C=C(C=CC1NC(=O)C2CCCC=3C=C(O)C=CC32)OCC(=O)NC(N)=O,0,O=C(Nc1ccccc1)C1CCCc2ccccc21
XS584982b,CCNC(=O)CC1CCCCN1C(=O)C=2N=C(N3C=CC=CC23)S(C)(=O)=O,0,O=C(c1ncn2ccccc12)N1CCCCC1
XS843522a,CC1=CC(CSC=2N=CC=CC2C(=O)N3CCCC(C3)C(=O)NCC(C)C)=NO1,0,O=C(c1cccnc1SCc1ccon1)N1CCCCC1
XS843526a,CC1=C(C(=O)N2CCOCC2)C(NC(=O)N1CC=3C=CC=CC3)C=4C=CC=CC4F,1,O=C1NC(c2ccccc2)C(C(=O)N2CCOCC2)=CN1Cc1ccccc1
XS843525a,CCOC(=O)C1=C(CN(C)CC=2C=CC=C(F)C2)NC(=O)NC1C3=CC=CS3,1,O=C1NC(CNCc2ccccc2)=CC(c2cccs2)N1
XS843517a,CCC=1C=CC(=CC1)C2CCCN(C2)C(=O)C3=NN(C=C3CCCO)C=4C=CC=CC4,1,O=C(c1ccn(-c2ccccc2)n1)N1CCCC(c2ccccc2)C1
XS795619c,CC(OC=1C=CC=CC1C#N)C(=O)NC=2C=CC=C(C2)S(=O)(=O)N3CCCCC3,0,O=C(COc1ccccc1)Nc1cccc(S(=O)(=O)N2CCCCC2)c1
XS843521a,COC=1C=CC=C(C1)C(CNC(=O)C=2C=CC=3SCC(=O)NC3C2)N4CCCC4,0,O=C1CSc2ccc(C(=O)NCC(c3ccccc3)N3CCCC3)cc2N1
XS843523a,CC1=NC(COC=2C=CC(=CC2)C(=O)NC(CN3CCCC3=O)C=4C=CC=CC4)=NO1,0,O=C(NC(CN1CCCC1=O)c1ccccc1)c1ccc(OCc2ncon2)cc1
XS840939b,NS(=O)(=O)C1(CCC1)C(=O)N2CCCC(C2)C(=O)N3CCC=4C=CC=CC4CC3,0,O=C(C1CCCN(C(=O)C2CCC2)C1)N1CCc2ccccc2CC1
XS843515a,CC(CNC(=O)N1CCC(CC1)C2=NC(=NO2)C=3C=CC=CC3)N4CCOCC4,0,O=C(NCCN1CCOCC1)N1CCC(c2nc(-c3ccccc3)no2)CC1
XS591063b,CC1=CC(C)=NN1C(C)CC(=O)N2CCN(CC2)S(=O)(=O)C=3C=CC(C)=CC3,1,O=C(CCn1cccn1)N1CCN(S(=O)(=O)c2ccccc2)CC1
XS688354b,CCOC=1C=CC=CC1N2CC(CC2=O)C(=O)N3CCCC=4C=C(C=CC4C3)OC,0,O=C(C1CC(=O)N(c2ccccc2)C1)N1CCCc2ccccc2C1
XS840461b,CCOC(=O)C1=C(COC(=O)C2=C(C)OC(=C2C#N)N3C=CC=C3)NC(=O)NC1C,1,O=C1NCC=C(COC(=O)c2coc(-n3cccc3)c2)N1
XS843514a,O=C(CN1CCN(CC1)C(=O)C2CC2)NC(C3=CC=CS3)C=4C=CC(F)=CC4,0,O=C(CN1CCN(C(=O)C2CC2)CC1)NC(c1ccccc1)c1cccs1
XS843527a,CC(C)CN1CCC(CC1)C(=O)NCC(C=2C=CC=CC2Cl)N3CCOCC3,0,O=C(NCC(c1ccccc1)N1CCOCC1)C1CCNCC1
XS752851b,CN1CCN(CC1)C(=O)C=2C=NN3CCC(CNC(=O)CCC=4C=CSC4)CC23,0,O=C(CCc1ccsc1)NCC1CCn2ncc(C(=O)N3CCNCC3)c2C1
XS838056b,CC1=CC=C(S1)C=2N=CC=CC2NC(=O)NC(C)C3=NN=NN3C=4C=CC=CC4,0,O=C(NCc1nnnn1-c1ccccc1)Nc1cccnc1-c1cccs1
XS336210b,O=C(CCOCC1CC1)N2CCC(C2)(C3=NC(=NO3)C=4C=CN=CC4)C(F)(F)F,1,O=C(CCOCC1CC1)N1CCC(c2nc(-c3ccncc3)no2)C1
XS102578b,COC=1C=CC=CC1N2CCN(CC(O)COCC=3C=CC=4OCOC4C3)CC2,0,c1ccc(N2CCN(CCCOCc3ccc4c(c3)OCO4)CC2)cc1
XS843520a,CCOC=1C=CC(=CC1OCC)C(C)NC(=O)C=2C=CC=3C(=O)N4CCCC4=NC3C2,1,O=C(NCc1ccccc1)c1ccc2c(=O)n3c(nc2c1)CCC3
XS836850b,CC1=NOC(C)=C1CNC(=O)CN2CC(C)CN(CC=3C=CC=CC3)C=4C=CC=CC42,0,O=C(CN1CCCN(Cc2ccccc2)c2ccccc21)NCc1cnoc1
XS838064b,CCOC=1C(Cl)=CC(=CC1OC)CNC(=O)C2CCN(C2)C=3C=CC=CC3F,1,O=C(NCc1ccccc1)C1CCN(c2ccccc2)C1
XS843532a,CC(OC(=O)C=1C=CC(=CC1)S(=O)(=O)N2CCCC2)C(=O)NCC3CCCCC3,0,O=C(COC(=O)c1ccc(S(=O)(=O)N2CCCC2)cc1)NCC1CCCCC1
XS843539a,O=C(NCC1(CCCCC1)N2CCOCC2)C3CCCN(C3)C(=O)C=4C=CC(Cl)=CC4,0,O=C(NCC1(N2CCOCC2)CCCCC1)C1CCCN(C(=O)c2ccccc2)C1
XS552816b,O=C(NCC=1C=CC(Cl)=CC1)C2CN(CCO2)S(=O)(=O)C=3C=CC=CC3Cl,0,O=C(NCc1ccccc1)C1CN(S(=O)(=O)c2ccccc2)CCO1
XS843529a,CN(C(=O)C=1C=NC2=C(C1)C(=O)NC(=O)N2C3CC3)C4CCN(C4)C5CCN(C)CC5,0,O=C(NC1CCN(C2CCNCC2)C1)c1cnc2c(c1)c(=O)[nH]c(=O)n2C1CC1
XS843530a,CC(C)C(CNC(=O)C=1N=C(C2=CC=CS2)N(N1)C=3C=CC=CC3)N4CCN(C)CC4,0,O=C(NCCN1CCNCC1)c1nc(-c2cccs2)n(-c2ccccc2)n1
XS843535a,O=C(C1CC=2C=CC=CC2C(=O)O1)N3CCN(CC4=CSC(=N4)C=5C=CC=CC5)CC3,0,O=C1OC(C(=O)N2CCN(Cc3csc(-c4ccccc4)n3)CC2)Cc2ccccc21
XS843533a,O=C(NC=1C=CC=CC1)C2CCCN(C2)C(=O)C=3C=CC(=O)N(CCOC=4C=CC=CC4)N3,0,O=C(Nc1ccccc1)C1CCCN(C(=O)c2ccc(=O)n(CCOc3ccccc3)n2)C1
XS647256b,O=C(CC1SC=2C=CC=CC2NC1=O)N3CCN(CCOC=4C=CC=CC4Cl)CC3,0,O=C1Nc2ccccc2SC1CC(=O)N1CCN(CCOc2ccccc2)CC1
XS843540a,COC=1C=CC(=CC1S(=O)(=O)N2CCCCC2)NC(=O)C3CC(=O)N(C3)C(C)C,1,O=C1CC(C(=O)Nc2cccc(S(=O)(=O)N3CCCCC3)c2)CN1
XS843544a,COC=1C=CC(OC(F)F)=C(C1)C(NCC=2C=C(F)C=CC2OC)C3=NN=NN3C4CCC4,0,c1ccc(CNC(c2ccccc2)c2nnnn2C2CCC2)cc1
XS840864b,CC(C)NS(=O)(=O)C=1C=CC(=CC1)NC(=O)C(C)OC(=O)C2=CN3C=CC=CC3=N2,1,O=C(COC(=O)c1cn2ccccc2n1)Nc1ccccc1
XS843541a,CC(NC(=O)CN1CCN(CC1)S(=O)(=O)C=2C=CC(F)=C(F)C2)C=3C=CC(F)=CC3,0,O=C(CN1CCN(S(=O)(=O)c2ccccc2)CC1)NCc1ccccc1
XS843545a,CC(=O)NC1=CC(=CC(=C1)C(=O)N2CCCC2C=3C=CC=4OCCCOC4C3)NC(C)=O,0,O=C(c1ccccc1)N1CCCC1c1ccc2c(c1)OCCCO2
XS843531a,COC=1C=CC(=CC1)C2CCCCCN2CC(=O)NC=3C=C(C=CC3OC)NC(C)=O,1,O=C(CN1CCCCCC1c1ccccc1)Nc1ccccc1
XS843537a,CCOC(=O)C1CCN(CC1)C(=O)C(C)OC(=O)C2=NN(C(=O)C=3C=CC=CC23)C(C)C,0,O=C(OCC(=O)N1CCCCC1)c1n[nH]c(=O)c2ccccc12
XS843534a,CC(C)C(NC1=NS(=O)(=O)C=2C=CC=CC12)C(=O)N3CCN(CC3)C=4C=CC=CC4O,1,O=C(CNC1=NS(=O)(=O)c2ccccc21)N1CCN(c2ccccc2)CC1
XS836748b,CC(=O)N1C=CC=2C=CC=CC2C1CC(=O)NCC3=NN=C4C=CC(=CN34)C(F)(F)F,0,O=C(CC1NC=Cc2ccccc21)NCc1nnc2ccccn12
