mol_id,smiles,rs,scaffold
XS843785a,COC=1C=C(OC)C(=C(C1)OC)C2CCCN2,3.206,c1ccc(C2CCCN2)cc1
XS843783a,CC1C(=O)NCCN1C(=O)C=2C=CC(F)=CC2,0.852,O=C1CN(C(=O)c2ccccc2)CCN1
YT000055c,NC=1C=CC=CC1N2CC(OC2=O)C(F)(F)F,0.982,O=C1OCCN1c1ccccc1
XS428367b,CC(NC=1N=CN=C2C1C=NN2C)C3=CC=CO3,0.382,c1coc(CNc2ncnc3[nH]ncc23)c1
XS841174b,N#CC=1C=CC(Cl)=CC1NC2CNC(=O)C2,0.53,O=C1CC(Nc2ccccc2)CN1
XS582530b,CC1=C(C=NN1C)C(C)NC(=O)C=2C=NC(C)=CN2,0.384,O=C(NCc1cn[nH]c1)c1cnccn1
XS843796a,O=C(NC1CCC(=O)NC1=O)C2=CC=3C=CC=CC3O2,0.958,O=C1CCC(NC(=O)c2cc3ccccc3o2)C(=O)N1
XS402413b,O=C(C1CCC(=O)NC1)N2CCC=3SC=CC3C2,0.422,O=C1CCC(C(=O)N2CCc3sccc3C2)CN1
XS498329b,CN1C=CC=C1C(=O)NC2CCC=3C(O)=CC=CC32,0.396,O=C(NC1CCc2ccccc21)c1ccc[nH]1
XS843799a,CN(CC=1C=CC=C(F)C1)C(C(N)=O)C=2C=CC=CC2,1.02,c1ccc(CNCc2ccccc2)cc1
XS843797a,NC(=O)C1CCN(C1)C(=O)C=2C=CC=3C=CNC3N2,0.466,O=C(c1ccc2cc[nH]c2n1)N1CCCC1
XS843806a,CC=1N=C2CCC(CN2N1)NC3=NC=4C=CC=CC4S3,0.898,c1ccc2sc(NC3CCc4ncnn4C3)nc2c1
XS843812a,CC=1NC2=NC=NN2C(C=3C=CC=C(F)C3)C1C(N)=O,0.76,C1=CC(c2ccccc2)n2ncnc2N1
XS841546b,CC(C)C(C1=NN=C(O1)C=2C=CC=CN2)C=3C=CC=CC3,2.514,c1ccc(Cc2nnc(-c3ccccn3)o2)cc1
XS843817a,COC=1C=CC=CC1NC(=O)NC(C)C2=CC=C(C)O2,1.506,O=C(NCc1ccco1)Nc1ccccc1
XS674007b,CC(NC(=O)C=1C=CC(Cl)=CC1)C(=O)N2CCCC2,0.618,O=C(NCC(=O)N1CCCC1)c1ccccc1
XS843813a,CCC1CN(CCO1)C(=O)C=2C=NN(C2)C=3C=CC=CC3,0.4,O=C(c1cnn(-c2ccccc2)c1)N1CCOCC1
XS842440b,NC(=O)C1COCCN1CC=2C(F)=CC=CC2[N+]([O-])=O,0.446,c1ccc(CN2CCOCC2)cc1
XS798831b,CNC(=O)C(NC(=O)C1=CC=CS1)C=2C=CC=CC2,0.554,O=C(NCc1ccccc1)c1cccs1
XS840285b,CC=1C=CC(=CC1)N2C(=O)CSC2C3=CC=CS3,6.876,O=C1CSC(c2cccs2)N1c1ccccc1
XS837341b,CCOC(=O)C1CC21CCN(CC2)C=3C(=O)C(=O)C3N,0.766,O=c1cc(N2CCC3(CC2)CC3)c1=O
XS843816a,O=C(NC=1C=CC=CN1)C2CC(=O)N(C2)C=3C=CC=CC3,3.442,O=C(Nc1ccccn1)C1CC(=O)N(c2ccccc2)C1
XS839375b,CCC(NCCC1=NOC=2C=C(F)C=CC12)C3=NC=CO3,0.456,c1ccc2c(CCNCc3ncco3)noc2c1
XS843827a,COC=1C=CC=C(C1)NC(=O)C(C)N2CCC=3C=CC=CC32,1.274,O=C(CN1CCc2ccccc21)Nc1ccccc1
XS563550b,CC(=O)N1CC(C1)NC(=O)C2(O)CCC=3C=CC=CC3C2,4.484,O=C(NC1CNC1)C1CCc2ccccc2C1
XS843826a,O=C(C=1C=C(Cl)C=CN1)N2CCCC2C=3C=CSC3,1.084,O=C(c1ccccn1)N1CCCC1c1ccsc1
XS843821a,O=C(CN1CSCC1=O)N2CCCC(C2)N3C=CC=N3,0.754,O=C1CSCN1CC(=O)N1CCCC(n2cccn2)C1
XS837711b,CC1=CC=C(NC(=O)NC2CCC=3N=CSC3C2)S1,0.724,O=C(Nc1cccs1)NC1CCc2ncsc2C1
XS843823a,CC1=NC(CN2CCCC(C2)C3=NOC(=N3)C4CC4)=NO1,0.534,c1nc(CN2CCCC(c3noc(C4CC4)n3)C2)no1
XS812346b,CC(C)C(C(=O)NCC=1C=CC=NC1)C=2C=CC(Cl)=CC2,0.916,O=C(Cc1ccccc1)NCc1cccnc1
XS841042b,NC(=O)C1CSCCN1S(=O)(=O)C=2C=CC=CC2F,0.376,O=S(=O)(c1ccccc1)N1CCSCC1
XS786327b,CC1=CC(=NO1)NC(=O)NCC2CCN(C2)C=3C=CC=CC3,0.614,O=C(NCC1CCN(c2ccccc2)C1)Nc1ccon1
XS843833a,CC(C)(C)C(=O)NC1CCC2=NN=C(C=3C=CC=CC3)N2C1,0.518,c1ccc(-c2nnc3n2CCCC3)cc1
XS843835a,COCC1=CC=C(O1)C2CCCN2C(=O)NC=3C=CN=CC3,0.656,O=C(Nc1ccncc1)N1CCCC1c1ccco1
XS628205b,CC1=NNC(C)=C1CC(=O)N2CCCC2CC=3C=CC=CC3,0.394,O=C(Cc1cn[nH]c1)N1CCCC1Cc1ccccc1
XS842509b,CC(C(=O)N(C)C=1C=CC=CC1)N2CCCC=3OC=CC3C2,10.988,O=C(CN1CCCc2occc2C1)Nc1ccccc1
XS843838a,CC(NC=1C=CC=2OC(=NC2C1)C3CC3)C(=O)N4CCCC4,2.21,O=C(CNc1ccc2oc(C3CC3)nc2c1)N1CCCC1
XS843842a,O=C(NC=1C=CC=CC1)C2CSCN2C(=O)C=3C=CC=CC3,0.928,O=C(Nc1ccccc1)C1CSCN1C(=O)c1ccccc1
XS559570b,CC1=NN(C)C=2N=CC(=CC12)NC(=O)C3CC(=O)N(C3)C4CC4,1.232,O=C(Nc1cnc2[nH]ncc2c1)C1CC(=O)N(C2CC2)C1
XS843844a,CC1=CC(=NO1)NC(=O)C(C)OC(=O)C2=CC=3C=CC=CC3N2,0.684,O=C(COC(=O)c1cc2ccccc2[nH]1)Nc1ccon1
XS843851a,CC=1C=CC=C(N1)NC(=O)C2CC(=O)N(CC=3C=CC=CC3)C2,0.67,O=C(Nc1ccccn1)C1CC(=O)N(Cc2ccccc2)C1
XS843846a,CC1CC=2C=CC=CC2N1C(=O)COC=3C=CC=CC3C(N)=O,1.714,O=C(COc1ccccc1)N1CCc2ccccc21
XS843849a,CC(=O)NC=1C=CC(=CC1)CNC(=O)C(NC(C)=O)C(C)C,2.746,c1ccccc1
XS838419b,FC(C1=NC(=NO1)C2=COC=N2)N3C=C(Br)C=N3,0.742,c1cnn(Cc2nc(-c3cocn3)no2)c1
XS837725b,COC(=O)C=1C=CN=C(N1)NC(C)C=2C=CC=3OCCCC3C2,1.546,c1cnc(NCc2ccc3c(c2)CCCO3)nc1
XS839483b,C1=NC=C2C=CN=C(N3CCCC(CC3)OC=4C=CC=CC4)N12,6.386,c1ccc(OC2CCCN(c3nccc4cncn34)CC2)cc1
XS842201b,ClC=1C=CC2=C(CCC2NC=3C=CC4=NN=NN4N3)C1Cl,0.834,c1ccc2c(c1)CCC2Nc1ccc2nnnn2n1
XS843859a,CCOC=1C=CC(=CC1)NC(=O)NC(C)C=2C=CC(F)=C(F)C2,1.284,O=C(NCc1ccccc1)Nc1ccccc1
XS838668b,CC1=NOC(=N1)C(C)NC=2C=CN(CC=3C=CC(Cl)=CC3)N2,0.554,c1ccc(Cn2ccc(NCc3ncno3)n2)cc1
XS550692b,CC1=NN(C)C=C1C(C)NC(=O)C2=CNN=C2C3CCOCC3,0.584,O=C(NCc1cn[nH]c1)c1c[nH]nc1C1CCOCC1
XS841749b,CC1(C)CNC(=O)C1NC(=O)C=2C=CC(=CC2)OC(F)(F)F,1.856,O=C(NC1CCNC1=O)c1ccccc1
XS837181b,CC(C)C1=NN(C)C=2SC(=CC12)C3=NC(=NO3)C4CCOC4,0.412,c1n[nH]c2sc(-c3nc(C4CCOC4)no3)cc12
XS838876b,COC(=O)C(NC1=NN(C)C=2N=CC=NC12)C=3C=CC(F)=CC3,0.456,c1ccc(CNc2n[nH]c3nccnc23)cc1
XS843861a,CC(C)C=1C=CC(=CC1)NC(=O)NC(CC=2C=COC2)C(=O)O,0.472,O=C(NCCc1ccoc1)Nc1ccccc1
XS840527b,COC(=O)C=1C=CC=C(C1C)S(=O)(=O)NC(C)C=2N=CNN2,0.424,O=S(=O)(NCc1nc[nH]n1)c1ccccc1
XS843868a,CCC1CN(CCO1)C(=O)CN2N=C(OC2=O)C3=CC=CS3,6.708,O=C(Cn1nc(-c2cccs2)oc1=O)N1CCOCC1
XS593008b,CCC1CN(C)C=2C=CC=CC2CN1C(=O)C=3C=CC(=O)N(C)C3,1.122,O=C(c1ccc(=O)[nH]c1)N1CCNc2ccccc2C1
XS841277b,CC(C)(C)NC(=O)C1CCCCN1CC(=O)NC2=NN=CS2,0.562,O=C(CN1CCCCC1)Nc1nncs1
XS575039b,CN(C(=O)C1=COC(=N1)C2CCOCC2)C3CCC=4C=CC=CC43,0.534,O=C(NC1CCc2ccccc21)c1coc(C2CCOCC2)n1
XS640941b,CC(NC(=O)N1CCC=2C=CC=CC2C1)C=3C=CC=4OCOC4C3,0.456,O=C(NCc1ccc2c(c1)OCO2)N1CCc2ccccc2C1
XS837561b,CCOC(=O)C1=CNN=C1OCC2CCC3(CCOCC3)CO2,1.53,c1cc(OCC2CCC3(CCOCC3)CO2)n[nH]1
XS843862a,CC(NC(=O)CN1C(=O)CCCC=2C=CC=CC21)C=3C=CC=CC3,0.498,O=C(CN1C(=O)CCCc2ccccc21)NCc1ccccc1
XS474140b,CC=1C=CC=2C(=O)N(C(=O)C2C1)C(C)C(=O)NC=3C=CN=C(C)N3,2.372,O=C(CN1C(=O)c2ccccc2C1=O)Nc1ccncn1
XS841259b,C=CCOC(C)C(=O)NC=1N=C2C=CC(Br)=CN2N1,0.442,c1ccn2ncnc2c1
XS069747b,COC=1C=CC(=CC1)NC(C)C(=O)NC=2C=CC(F)=CC2Cl,1.014,O=C(CNc1ccccc1)Nc1ccccc1
XS841784b,COC=1N=C(SC1C)C2=CN(N=N2)C(C)C(=O)N3CCCC3,1.282,O=C(Cn1cc(-c2nccs2)nn1)N1CCCC1
XS841335b,O=C(O)C12CCC(CC1)(CC2)NC(=O)C3CCCCC(F)(F)C3,0.516,O=C(NC12CCC(CC1)CC2)C1CCCCCC1
XS841871b,O=C(NCC1=CSC=C1Cl)NC2CCOCC32CCCC3,0.484,O=C(NCc1ccsc1)NC1CCOCC12CCCC2
XS843875a,CC(=O)NC(CC(=O)NC=1C=C(C)C=CN1)C=2C=CC(Cl)=CC2,0.83,O=C(CCc1ccccc1)Nc1ccccn1
XS733529b,O=C(NCC1=NC=C(O1)C=2C=CC=CC2)NC3CCCCNC3=O,4.69,O=C(NCc1ncc(-c2ccccc2)o1)NC1CCCCNC1=O
XS843879a,CC=1C=C(NC(=O)NC(C)C=2C=CC=3OCCCOC3C2)N(C)N1,0.668,O=C(NCc1ccc2c(c1)OCCCO2)Nc1ccn[nH]1
XS840634b,CN1C(=NNC(=O)C2CC(=O)N(C2)C3CC3)SC=4C=CC=CC41,1.414,O=C(NN=c1[nH]c2ccccc2s1)C1CC(=O)N(C2CC2)C1
XS843878a,CN(C(=O)C1CC(=O)N(CCC=2C=CC=CC2)C1)C3=NC=CS3,3.758,O=C(Nc1nccs1)C1CC(=O)N(CCc2ccccc2)C1
XS843880a,CNC(=O)NC(=O)C(NC=1C=CC=2OCOC2C1)C=3C=CC=CC3,4.856,c1ccc(CNc2ccc3c(c2)OCO3)cc1
XS843874a,CCN(C(=O)NC=1C=NN(C)C1)C2CCN(C2=O)C=3C=CC=CC3,1.254,O=C(Nc1cn[nH]c1)NC1CCN(c2ccccc2)C1=O
XS843882a,CC(=O)N1N=C(CC1C=2C=CC=C3N=CC=NC23)C=4C=CC(C)=CC4,1.356,c1ccc(C2=NNC(c3cccc4nccnc34)C2)cc1
XS484266b,COC=1C=CC(=CC1)CN2CCC(NC(=O)C=3C=NN(C)N3)C2=O,1.024,O=C(NC1CCN(Cc2ccccc2)C1=O)c1cn[nH]n1
XS787182b,CC=1C=CC=2CC(SC2C1)C(=O)N(C)CC3=NN=C4CCCN34,1.012,O=C(NCc1nnc2n1CCC2)C1Cc2ccccc2S1
XS843895a,CC(NC1=NS(=O)(=O)C=2C=CC=CC12)C(=O)NC=3C=CN(C)N3,0.998,O=C(CNC1=NS(=O)(=O)c2ccccc21)Nc1cc[nH]n1
XS435613b,NC=1N=CC=C(N1)C2CCCN(C2)C(=O)NC=3C=C(F)C=C(F)C3,0.604,O=C(Nc1ccccc1)N1CCCC(c2ccncn2)C1
XS843893a,COC=1C=CC(=CC1)C2CCCN2S(=O)(=O)C=3C(C)=NOC3C,0.734,O=S(=O)(c1cnoc1)N1CCCC1c1ccccc1
XS843891a,CC(NC(=O)CC=1C=CC=2OCCOC2C1)C=3C=CC(F)=C(F)C3,0.726,O=C(Cc1ccc2c(c1)OCCO2)NCc1ccccc1
XS583973b,CN(C(=O)C1=CC=CS1)C2CCN(C2=O)C=3C=CC=CC3Cl,2.88,O=C(NC1CCN(c2ccccc2)C1=O)c1cccs1
XS843884a,CCC1=NC(=NO1)C2CCCN2C(=O)C3=CC=C(CNC(C)=O)O3,4.75,O=C(c1ccco1)N1CCCC1c1ncon1
XS840780b,CCN(C(=O)CC=1C(Cl)=CC=CC1OC)C(C)C=2C=CC=NC2,0.36,O=C(Cc1ccccc1)NCc1cccnc1
XS551305b,COCC1(CCCN1CC=2C=CC(C)=CC2Br)C(N)=O,1.528,c1ccc(CN2CCCC2)cc1
XS146008c,O=C(C=1C=CN=CC1)N(CC2CCCO2)C3=NC=4C=CC=CC4S3,1.01,O=C(c1ccncc1)N(CC1CCCO1)c1nc2ccccc2s1
XS843906a,O=C(NCC=1C=CC(=NC1)OCC2CC2)C3COC=4C=CC=CC4O3,0.42,O=C(NCc1ccc(OCC2CC2)nc1)C1COc2ccccc2O1
XS660062b,COC=1C(Cl)=C(Cl)C=CC1S(=O)(=O)N2CCCCC2C,2.88,O=S(=O)(c1ccccc1)N1CCCCC1
XS839291b,O=C1NN=C(C=C1N2CC(C=3C=CNN3)C4(CCC4)C2)C(F)(F)F,0.85,O=c1[nH]nccc1N1CC(c2cc[nH]n2)C2(CCC2)C1
XS836838b,O=C(CC1SC=2C=CC=CC2NC1=O)NC=3C=CC=4NN=CC4C3,1.028,O=C(CC1Sc2ccccc2NC1=O)Nc1ccc2[nH]ncc2c1
XS624133b,CC=1C=CC=2C(=COC2C1C)CC(=O)N3CCCC3C=4C=NN(C)C4,0.91,O=C(Cc1coc2ccccc12)N1CCCC1c1cn[nH]c1
XS843897a,CC=1C=CC(C)=C(C1)OCC(O)CN2N=C(C=CC2=O)N3C=CN=C3,1.502,O=c1ccc(-n2ccnc2)nn1CCCOc1ccccc1
XS843918a,O=C(NCC=1C=CC=C2OCOC12)C3CC(=NO3)C=4C=CC=C(F)C4,2.212,O=C(NCc1cccc2c1OCO2)C1CC(c2ccccc2)=NO1
XS843908a,CCOC=1C=CC(=CC1)C(=O)OCC(=O)NC2CCS(=O)(=O)C2,0.462,O=C(COC(=O)c1ccccc1)NC1CCS(=O)(=O)C1
XS692036b,CC=1C(=CC=CC1NC(=O)NC2CCC3=NC=NN3C2)COC(C)C,0.408,O=C(Nc1ccccc1)NC1CCc2ncnn2C1
XS838408b,COC=1C=C(N=C2C=CC=CC12)C(=O)OCC3CCCC4(CCC4)O3,0.382,O=C(OCC1CCCC2(CCC2)O1)c1ccc2ccccc2n1
XS843912a,O=S(=O)(CC1=COC(=N1)C=2C=CC=C(Cl)C2)CC3CCCO3,1.186,O=S(=O)(Cc1coc(-c2ccccc2)n1)CC1CCCO1
XS843916a,CN1C(=O)C=CN(CC(=O)NC(C=2C=CC=CC2)C3CCCC3)C1=O,1.656,O=C(Cn1ccc(=O)[nH]c1=O)NC(c1ccccc1)C1CCCC1
XS843910a,CC=1C=CC=CC1N2CCN(CC2)C(=O)C(C)OC=3C=CC(F)=CC3,0.446,O=C(COc1ccccc1)N1CCN(c2ccccc2)CC1
XS842555b,CC=1C=C(OCC(=O)NC(C)C2=CC=CS2)C3=CC=CC(F)=C3N1,0.38,O=C(COc1ccnc2ccccc12)NCc1cccs1
XS837919b,COCC1CCN(C1)S(=O)(=O)NC=2C=C(F)C=C3CCCOC23,8.52,O=S(=O)(Nc1cccc2c1OCCC2)N1CCCC1
XS843917a,CC=1C=C(ON1)C2CCCN2C(=O)C3=CSC(=N3)C=4C=NN(C)C4,1.174,O=C(c1csc(-c2cn[nH]c2)n1)N1CCCC1c1ccno1
XS843915a,CCOC=1C=CC(=CC1)NC(C)C2=NC=3SC(C)=C(C)C3C(=O)N2,0.78,O=c1[nH]c(CNc2ccccc2)nc2sccc12
XS836464b,CN1N=NC(=N1)N2CCC(C2)C3CCN(CC3)C(=O)C4CCCCC4,0.594,O=C(C1CCCCC1)N1CCC(C2CCN(c3nn[nH]n3)C2)CC1
XS840808b,CC(C=1C=CC=CN1)N(CC=2C=CC=CC2)C(=O)C3=CC(=CN3)C(N)=O,1.868,O=C(c1ccc[nH]1)N(Cc1ccccc1)Cc1ccccn1
XS501875b,COC1CCCCN(CC(=O)N2CCC(CC2)C3=CC=NN3C)C1=O,0.384,O=C(CN1CCCCCC1=O)N1CCC(c2ccn[nH]2)CC1
XS837354b,CC1=NC(=NO1)C(C)S(=O)(=O)CCN2C=C(Br)C=N2,0.58,O=S(=O)(CCn1cccn1)Cc1ncon1
XS843927a,O=C(CCC1=NC(=NO1)C=2C=CC=CC2)NC3CCOC=4C=CC=CC43,7.262,O=C(CCc1nc(-c2ccccc2)no1)NC1CCOc2ccccc21
XS843922a,CC(OC(=O)C=1C(F)=CC=CC1F)C(=O)NC=2C=CC(=CC2)C(N)=O,0.458,O=C(COC(=O)c1ccccc1)Nc1ccccc1
XS843924a,CCOC=1C=CC(=CC1)N2CC(CC2=O)C(=O)NC3=NC=C(C)S3,6.756,O=C(Nc1nccs1)C1CC(=O)N(c2ccccc2)C1
XS838681b,COC=1C=CC(=CC1O)CC(C)NC2=NC=C(O2)C(=O)OC(C)(C)C,0.872,c1ccc(CCNc2ncco2)cc1
XS840891b,CN1N=C(N=C1CC2COCC=3C=CC=CC32)C4=NC=CN5N=CC=C45,0.56,c1ccc2c(c1)COCC2Cc1nc(-c2nccn3nccc23)n[nH]1
XS736210b,CCC(=O)N1CCCC(C1)C(=O)NC2=NC=3C=C(Cl)C=CC3N2C,4.402,O=C(Nc1nc2ccccc2[nH]1)C1CCCNC1
XS840648b,CC=1C=C(NC(=O)C(C)N2CCC3=NN(C(=O)C=C3C2)C(C)C)ON1,0.48,O=C(CN1CCc2n[nH]c(=O)cc2C1)Nc1ccno1
XS843925a,CC(NC(=O)C1=CC=2C(=O)N3C=CC=CC3=NC2N1C)C=4C=CC=CC4,2.28,O=C(NCc1ccccc1)c1cc2c(=O)n3ccccc3nc2[nH]1
XS839874b,COC1=C(C=NN1C)C(=O)N(C)C(C)C2=NC=3C=C(Cl)C=CC3N2,1.084,O=C(NCc1nc2ccccc2[nH]1)c1cn[nH]c1
XS843921a,CN1C=C(C=N1)CC2CCN(C2)C(=O)NCCCC=3C=CC=C(F)C3,0.798,O=C(NCCCc1ccccc1)N1CCC(Cc2cn[nH]c2)C1
XS839899b,CN(CC1=NC(=CS1)C(F)(F)F)C(=O)C2CCC3=NN=CN3C2,0.87,O=C(NCc1nccs1)C1CCc2nncn2C1
XS843923a,O=C(C=1C=CC=C2NC=CC12)N3CCCC(C3)N4CCCS4(=O)=O,0.336,O=C(c1cccc2[nH]ccc12)N1CCCC(N2CCCS2(=O)=O)C1
XS533570b,CC1=NN=C2CNC(CN12)C(=O)N3CCN(CC3)C=4C=CC=CC4F,1.042,O=C(C1Cn2cnnc2CN1)N1CCN(c2ccccc2)CC1
XS842480b,[O-][N+](=O)C=1C(=O)N2C=CC=CC2=NC1N3CCCC3CC=4C=CC=CC4,0.922,O=c1cc(N2CCCC2Cc2ccccc2)nc2ccccn12
XS843931a,CC=1C=CC(=CC1)C=2N=NN(CC(=O)NC3CCCC43CCOCC4)N2,2.714,O=C(Cn1nnc(-c2ccccc2)n1)NC1CCCC12CCOCC2
XS843940a,CCCN(C(=O)CC1=CN2C=CSC2=N1)C3CCC=4C=CC=CC4C3,1.036,O=C(Cc1cn2ccsc2n1)NC1CCc2ccccc2C1
XS843932a,CC1=NC(C(=O)N2CCC(C2)NC=3C=CC=C(Cl)C3)=C4C=CC=CN14,0.466,O=C(c1ncn2ccccc12)N1CCC(Nc2ccccc2)C1
XS840439b,CNC(=O)NC(=O)C(C)OC(=O)C=1SC=2N=C(C)NC(=O)C2C1C,0.8,O=c1[nH]cnc2sccc12
XS840247b,CC(CNC(=O)C1CC2(CSC2)C1)C=3C=CC(Br)=CC3,0.434,O=C(NCCc1ccccc1)C1CC2(CSC2)C1
XS843929a,CC(C)(C)C(=O)NCC(=O)N1CCC=2SC=CC2C1C=3C=CC=CC3,0.734,c1ccc(C2NCCc3sccc32)cc1
XS843939a,CC=1C=CC(=CC1)C=2N=NN(CC(=O)NC(C)C(=O)N3CCCCC3)N2,1.316,O=C(Cn1nnc(-c2ccccc2)n1)NCC(=O)N1CCCCC1
XS465992b,CCOC=1C=CC(=CC1)C2CCCN2C(=O)NC=3C=CC=4OCOC4C3,1.844,O=C(Nc1ccc2c(c1)OCO2)N1CCCC1c1ccccc1
XS843937a,O=C1CC(C(=O)N1C=2C=CC=CC2)N3CCN(CC=4C=CC=CC4)CC3,5.308,O=C1CC(N2CCN(Cc3ccccc3)CC2)C(=O)N1c1ccccc1
XS783080b,CC1C2=NN=C(C3CCCC3)N2CCN1C(=O)N(C)CC=4C=CC=CC4,1.546,O=C(NCc1ccccc1)N1CCn2c(nnc2C2CCCC2)C1
XS843928a,CC=1C=CC=CC1C(C)NC(=O)COC=2C=CC(=CC2)N3CCCC3=O,0.932,O=C(COc1ccc(N2CCCC2=O)cc1)NCc1ccccc1
XS840449b,CS(=O)(=O)CC(NC=1N=C2C=CC=CN2C1[N+]([O-])=O)C=3C=CC=CC3,2.048,c1ccc(CNc2cn3ccccc3n2)cc1
XS838327b,CC1=NN(C(C)=C1C2CCC(=O)N2)C=3C=CC=CC3S(=O)(=O)N(C)C,0.748,O=C1CCC(c2cnn(-c3ccccc3)c2)N1
XS836995b,CC1=C(C=NN1C=2C=CC(F)=CC2)C(C)NC=3C=C(N=CN3)N4C=CN=C4,1.498,c1ccc(-n2cc(CNc3cc(-n4ccnc4)ncn3)cn2)cc1
XS843954a,OC(COC=1C=CC=C(C1)C(F)(F)F)CN2C=CC(=N2)C=3C=CC=NC3,0.43,c1ccc(OCCCn2ccc(-c3cccnc3)n2)cc1
XS841769b,COC=1C=C(C=C(Cl)C1O)C(=O)NC(C)C2=NC=3CCCCC3S2,2.612,O=C(NCc1nc2c(s1)CCCC2)c1ccccc1
XS843953a,CC=1C=CC(=CC1)C(=O)N(CC=2C=CC=C(F)C2)C3CCS(=O)(=O)C3,0.958,O=C(c1ccccc1)N(Cc1ccccc1)C1CCS(=O)(=O)C1
XS843952a,O=C(NCC(C1=CNC=2C=CC=CC12)C=3C=CC=CC3)N4CCCC54CC5,1.392,O=C(NCC(c1ccccc1)c1c[nH]c2ccccc12)N1CCCC12CC2
XS843948a,CC(C)COC(=O)C12CCC(=O)N2C=3C=CC=CC3C(=O)N1CC(C)C,0.854,O=C1NC2CCC(=O)N2c2ccccc21
XS837015c,O=C(C1=CC=2C=CC(F)=CC2S1)N3CCCCC3CCN4C=CN=N4,0.89,O=C(c1cc2ccccc2s1)N1CCCCC1CCn1ccnn1
XS394163b,CN(CC1=NC=2C=CC=CC2C(=O)N1)C(C(=O)NC(N)=O)C=3C=CC=CC3,0.5,O=c1[nH]c(CNCc2ccccc2)nc2ccccc12
XS843959a,CCNC(=O)C(C)OC(=O)C1=NN(C=2C=CC(F)=CC2)C=3CCCCCC13,0.518,c1ccc(-n2ncc3c2CCCCC3)cc1
XS838983b,CC(CC=1C=NN(C)C1)CN(CC=2C=CC(C#N)=CC2)C=3C=C(C#N)N=CN3,0.498,c1ccc(CN(CCCc2cn[nH]c2)c2ccncn2)cc1
DR001136c,CC=1C=CC=C(C1)C(CC(=O)NCC=2C=CC=3NCCOC3C2)NC(N)=O,1.308,O=C(CCc1ccccc1)NCc1ccc2c(c1)OCCN2
XS843961a,COC=1C=CC(=CC1)N2CC(CC2=O)C(=O)NC3=NN=C(N3)C(F)(F)F,0.518,O=C(Nc1nnc[nH]1)C1CC(=O)N(c2ccccc2)C1
XS839464b,COC(=O)C1(CCN(C1)C2=NC(C#N)=CO2)C=3C=CC(Br)=CC3,0.52,c1ccc(C2CCN(c3ncco3)C2)cc1
XS662803b,CC(CNC(=O)C1=CSC(=N1)C=2C=NN(C)C2)N3CCC=4C=CC=CC43,0.904,O=C(NCCN1CCc2ccccc21)c1csc(-c2cn[nH]c2)n1
XS843967a,COC=1C=CC(=CC1F)C(C)NC(=O)C=2C=CC=C(C2)N3C(=O)CCC3=O,0.682,O=C(NCc1ccccc1)c1cccc(N2C(=O)CCC2=O)c1
XS838307b,CC(C(=O)N1CCN(CC1)C=2C=CC=CC2S(N)(=O)=O)C=3C=CC=CN3,0.746,O=C(Cc1ccccn1)N1CCN(c2ccccc2)CC1
XS843965a,COC=1C=CC(=CC1OCC(N)=O)NC(C)C2=NC(=NO2)C3=CC=CS3,3.5,c1ccc(NCc2nc(-c3cccs3)no2)cc1
XS843962a,CCS(=O)(=O)N1N=C(CC1C=2C=CC3=NC=CN=C3C2)C4=CC=CS4,3.884,c1csc(C2=NNC(c3ccc4nccnc4c3)C2)c1
XS830336b,COC=1C=CC(OC)=C(C1)C(C)NC(=O)CNC(=O)C=2C=CC=CC2Cl,0.818,O=C(CNC(=O)c1ccccc1)NCc1ccccc1
XS843979a,COCCOC=1C=CC(=CC1OC)C(C)NC(=O)CN2N=NC=3C=CC=CC32,0.35,O=C(Cn1nnc2ccccc21)NCc1ccccc1
XS843975a,COC1=CC(=CC(OC)=C1OC)C(=O)NC(C)C(=O)NC2=NC=C(C)S2,1.244,O=C(CNC(=O)c1ccccc1)Nc1nccs1
XS843972a,CCN1N=CC=2C=C(C(=O)N(C(C)C)C3CCCC=4C=CC=NC43)C(C)=NC21,2.676,O=C(NC1CCCc2cccnc21)c1cnc2[nH]ncc2c1
XS518416b,CC1=C(C=NN1C)C(C)NC(=O)N2CCC(CC2)OC=3C=CC(F)=CC3F,0.594,O=C(NCc1cn[nH]c1)N1CCC(Oc2ccccc2)CC1
XS843973a,CCC(=O)N1N=C(CC1C=2C=CC(C)=CC2)C=3C=CC=CC3NS(C)(=O)=O,1.346,c1ccc(C2=NNC(c3ccccc3)C2)cc1
XS837343b,O=C(C=1C=CC=2NCCOCC2C1)N3CCCC(CC4(N=N4)C(F)(F)F)C3,0.648,O=C(c1ccc2c(c1)COCCN2)N1CCCC(CC2N=N2)C1
XS843969a,CC=1C=CC=CC1N2C=C(C=N2)C(=O)NC(CC(=O)O)C=3C=CC(Cl)=CC3,0.816,O=C(NCc1ccccc1)c1cnn(-c2ccccc2)c1
XS843987a,CCC=1C=CC=CC1C(=O)NC=2C=CC=C3C(=O)N(CC23)C4CCC(=O)NC4=O,0.574,O=C1CCC(N2Cc3c(NC(=O)c4ccccc4)cccc3C2=O)C(=O)N1
XS843982a,CN1C(=CC=2C=CC=CC21)C(=O)NC(CC=3C=CC=CC3)C(=O)N4CCCCC4,4.462,O=C(NC(Cc1ccccc1)C(=O)N1CCCCC1)c1cc2ccccc2[nH]1
