mol_id,smiles
XS844781a,CC1=CC(=NO1)NC(=O)C(C)OC(=O)C=2C=CC(=CC2)S(=O)(=O)N(C)C
XS844778a,CC=1NC2=NC(=NN2C(C=3C=CN=CC3)C1C(N)=O)SCC=4C=CC=CC4
XS844785a,CC(=O)NC=1C=CC(=CC1)S(=O)(=O)NC(C)C(=O)NC2CCCCCC2
XS566776b,O=C(C1CC(=O)N(C1)C=2C=CC(F)=CC2)N3CCOCC4(CCOCC4)C3
XS844793a,O=C(NCCC=1C=CC=C(O)C1)C=2CCC(=O)N(N2)C3CCS(=O)(=O)C3
XS844790a,CC=1OC(=CC1S(=O)(=O)N2CCCC2)C(=O)NC(C)C=3C=CC=CC3F
XS844788a,CN1CCN2N=CC(C(=O)NC3CCOC=4C=CC=CC4C3)=C2S1(=O)=O
XS836556b,OCC1=CN(N=N1)C2CCCN(C2)C=3C=CC4=C(Cl)C=CC(Cl)=C4N3
XS844779a,COC(=O)NC(CC=1C=CC=CC1)C(=O)N2CCC(CC2)NC(=O)C3CCC3
XS844789a,O=C(NC1=CC=NN1C2CCCCC2)C3CC(=O)N(C3)C=4C=CC=C(Cl)C4
XS844786a,O=C(C=1C=CC=C(C1)OC=2C=CC=CC2)N3CCN(CC3)C(=O)C4CCCO4
XS840553b,CC(OC(=O)C=1C=CC(Br)=C(C1)S(=O)(=O)N(C)C)C(N)=O
XS844783a,CC(=O)NCC1CCN2N=CC(C(=O)NCC=3C=CC(=CC3F)C4CC4)=C2C1
XS844784a,COC(=O)CC(NC(=O)C=1C=CC(=NC1)N2CCOCC2)C=3C=CC(C)=CC3
XS837396b,CN1C=C2C(CCCC2NC(=O)C3=CN=C(S3)C=4C=CC=5OCOC5C4)=N1
XS844791a,CCNC(=O)C=1C=CC(=CC1)NC(=O)C2CCCN(C2)C(=O)C3=CC=CS3
XS838168b,CN1CCC(CC1)N2C=CC(=N2)NC(=O)C(=O)N3CCCC4(CC=CCC4)C3
XS844782a,COC=1C=CC(=CC1Cl)NC(=O)C(C)NC=2C=CC(=CC2)N3CCCC3=O
XS533041b,COC=1C=CC=2NC=C(CC(=O)N3CCCC(C3)C4=NNC(=N4)C5CC5)C2C1
XS844780a,COC=1C=CC(=CC1OC)C2=NOC(CCC(=O)NC(C)C=3C=CN=CC3)=N2
XS841279b,O=S(=O)(CC1CCCO1)NC=2C=CC(=CC2)OC=3C=CN=C4C=CC=CC34
XS844801a,CC(=O)NC1CCCN(C1)C(=O)CCCN(C)S(=O)(=O)C=2C=CC(F)=CC2
XS844798a,CN(CC=1C=CC(=CC1)C(=O)NC2CC2)C(=O)C3CC(=NO3)C=4C=CC=C(F)C4
XS844799a,CC1=NC(=CS1)C2=CNC(=C2)C(=O)NC(CN3CCCC3=O)C=4C=CC=CC4
XS185098b,CC1=CC=C(O1)C(CNC(=O)CC2=COC=3C(C)=C(C)C=CC23)N4CCOCC4
XS737994b,CC1=NOC=2N=C(C=C(C(=O)NC(C)C(=O)N3CCCC3)C12)C=4C=CC=CC4F
XS844803a,CCOC(=O)C1=C(CN2C=NC=3SC=4CCCC4C3C2=O)NC(=O)NC1C
XS719403b,CC=1C=CC(=CC1C)S(=O)(=O)N2CCN(CC2)C(=O)C(C)CN3C=NC=N3
XS132352b,COCCOC=1C=CC(=CC1NC(=O)C2COC=3C=CC=CC3O2)C(F)(F)F
XS841869b,CC1(C)CC=2C=CC(C(=O)NCC3CCC4=NN=C(C(F)F)N4C3)=C(O)C2O1
XS837527b,COC=1C=CC=C(C1)NC=2C=CC(=NC2)NC(=O)NC3CC=4C=CC=C(O)C4C3
XS839972b,CCC1=NC=2C=CC(=CC2S1)NC(=O)N3CCOCC3CNS(C)(=O)=O
XS844795a,CN1CCC(CC1)N2N=CC=3C=C(C=NC32)C=4C=NC(=NC4)N5CCCC(O)C5
XS836775b,COC=1C=CC(=CC1)N2C(=O)C=3C=CC=CC3N(C)C2C=4N=C(C)N5C=CC=CC45
XS840501b,NC(=O)NC(CC=1C=CC=CC1)C(=O)NNC(=O)COC=2C=CC=CC2Cl
XS769633b,COC=1C=C(C)C(Br)=CC1S(=O)(=O)NC(C)(CN)CC(C)C
XS427749b,O=S(=O)(C=1C=CC(=NC1)NC2CCCN(C2)C=3N=CC=CN3)N4CCCC4
XS844797a,CNC(=O)CN1C=2C=CC=CC2C(=O)N(C)C1C3=CC=C(O3)C=4C=CC(F)=CC4
XS839015b,O=C(NCC1CCN(C1)C(=O)C2=CSC=3C=CN=CC23)C=4NN=CC4Cl
XS836999b,CCCCN(CC=1C=CC=C(C1)C2=NOC(=O)N2)C(=O)C3CCN4N=NN=C4C3
XS841331b,CN1N=CC=C1C=2C=CC(=CC2)CNC(=O)N3CC4(CCC4)C3C5CCOCC5
XS844796a,COC1=CC(=CC(OC)=C1OC)C(=O)NC(C)C=2C=CC(Br)=CC2
XS844800a,CN(C=1C=CC=CC1)C=2C=CC=CC2NC(=O)C3CC(=O)NC=4C=C(F)C=CC43
XS844802a,CC1=CC(CNC(=O)C2CC(=O)N(C2)C=3C=CC(Br)=C(C)C3)=NO1
XS844794a,CS(=O)(=O)N1N=C(CC1C=2C=NC3=CC=CC=C3N2)C=4C=CC=5OCOC5C4
XS549794b,O=S(=O)(CC=1C(Cl)=CC=CC1Cl)N2CCCCC2C3=NC=CS3
XS840953b,O=C(NCCNC(=O)C1COC=2C=C(Cl)C=CC2O1)C3=CN4C=CC=CC4=C3
XS844814a,CC=1C=CC(=CC1)NC(=O)C(C=2C=CC=CC2)N3CCC(CC3)C(=O)N4CCCCC4
XS844812a,CC=1C=C(C=CC1Br)S(=O)(=O)N2CCN(C)CC2C=3C=CC=CC3
XS844804a,CC(=O)N(CC=1C=CC(=CC1)NC(=O)C(=O)NC(CCO)C=2C=CC=CC2)C3CC3
XS844819a,CCOC=1C=CC=CC1CNC(=O)C2CCCN(C2)S(=O)(=O)C=3C=CC=CC3
XS709151b,CC1CC=2C=CC=CC2N1C(=O)C=3C=CC(F)=C(C3)S(=O)(=O)N4CCOCC4
XS844816a,COC(=O)CC1C2=CC(OC)=C(C=C2CCN1CC(=O)N3CCCCCC3)OC
XS844806a,CC1=C(N=NN1CCOC=2C=CC(F)=CC2)C(=O)NC3CCCOC=4C=CC=CC43
XS842510b,NC=1C=CC=C(C(=O)N2CCC(NC(=O)C=3C=CN4C=CN=C4N3)C52CCC5)C1N
XS838840b,NC=1C(Br)=C(C(F)=CC1[N+]([O-])=O)N2CCN3C(=O)C(=O)NCC3C2
XS844809a,CCCN(C(=O)C=1C=CC(=CC1)S(=O)(=O)N2CCCC2)C3CCS(=O)(=O)C3
XS844815a,CC(C#N)(NC(=O)CN1CCN(CC1)S(=O)(=O)C2=CC=C(Cl)S2)C3CC3
XS844818a,CC(C)C=1C=CC=CC1N2C=CN=C2SCC(=O)NC3(C)CCS(=O)(=O)C3
XS844810a,O=C(NCC(C=1C=CC(F)=CC1)N2CCOCC2)C=3C=CC=4NC=5CCCCC5C4C3
XS844811a,COC=1C=CC=2C(=COC2C1)CC(=O)NCC(C=3C=CC(F)=CC3)N4CCOCC4
XS844813a,COC=1C=C(C)C(=CC1OC)S(=O)(=O)N2CCCC2C(=O)N3CCN(C)CC3
XS844805a,CC1=CC(C)=NC(SCC(=O)N(C=2C=CC=CC2)C3CCS(=O)(=O)C3)=C1C#N
XS840096b,CC(C1=NC(=NO1)C(C)(C)C)N2CCN(CC2)S(=O)(=O)C3=CC=C(Cl)S3
XS839670b,CN1C=C(C=N1)C2CS(=O)(=O)CCN2CC3=COC(=N3)C=4C=CC(=CC4)[N+]([O-])=O
XS840529b,COCC1=NC(=CS1)C(=O)N2CCNC(=O)C2C=3C=CC=CC3Br
XS836939b,C=1C=C(OC1COC=2C=CC=CC2)C3=NN=C(O3)C4CCCN(C4)C=5C=NC=CN5
XS844817a,COC=1C=CC(=CC1)C(CNC(=O)C=2C=CC=CC2OC(F)F)N3CCOCC3
XS844807a,COC=1C=CC=C2CCC(C(=O)NC=3C=CC(=CN3)N4CCN(CC4)C(=O)C5CC5)C12
XS840930b,O=C(NCC1(O)CCCNCC1)C(=O)NC=2C(F)=CC=CC2OC=3C=CC=CC3
XS842824b,COC(=O)CC(NC(=O)C=1C=CC2=C(C1)CCN2C(C)=O)C=3C=CC(Cl)=CC3
XS472421b,CC=1C=CC=2C(=O)N(C(=O)C2C1)C(C)C(=O)NC=3C=CC(F)=C(C3)NS(C)(=O)=O
XS844831a,CC=1C=CC(C)=C(C1)OC=2C=CC(=CN2)CNC(=O)C3CCCN(C3)C(=O)N4CCCC4
XS829315b,CC=1C=CC(=CC1)S(=O)(=O)CCC(=O)N2CCCC2C=3C=CC=4OCCCOC4C3
XS844827a,COC=1C=CC(=CC1)C(CNC(=O)CCCC2=NC=3C=CC=CC3S2)N4CCCC4
XS836733c,CC(C1=NC=2C=C(Cl)C=CC2N1CC=3C=CC=CC3)N4CCN(CC4)S(C)(=O)=O
XS840043b,CCOC(=O)C(CC=1C=CC=CC1)N(C)S(=O)(=O)C=2C=CC=3NC(=O)NC(=O)C3C2
XS844832a,CNC=1C=CC(Cl)=CC1C2C=3C=CC=CC3CCN2C(=O)C=4C=CC=C(C4)S(=O)(=O)N(C)C
XS844829a,CC1CC=2C=CC=CC2N1S(=O)(=O)C=3C=CC=C(C3)C(=O)NCCCN4CCCC4=O
XS167584b,O=C(CC=1C=CC=C(C1)C(F)(F)F)N(CC2=NC=3C=CC=CC3C(=O)N2)CC4CCCO4
XS844821a,CC(C)N(CC(=O)N1C=2C=CC=CC2NC(=O)CC1C)CC3=NC=4C=CC=CC4C(=O)N3
XS844828a,COC=1C=CC=2N=C(NC(=O)C3CC(=O)N(C3)C=4C=CC=5OCCOC5C4)SC2C1
XS844833a,CC=1OC=CC1C(=O)NC2=NC(=CS2)CC(=O)NCC3CCN(C3)C=4C=CC=CC4
XS844826a,CC(C)(C)C=1C=C(NC(=O)CC=2C=CC(Cl)=C(Cl)C2)N(N1)C3CCS(=O)(=O)C3
XS839629b,COC=1C=CC(Cl)=CC1N2C(=O)CC(NNC(=O)CC3=CNC=4C=CC=CC34)C2=O
XS844834a,CC(C1=NC=2C=CC=CC2S1)N(C)C(=O)C3CCN(CC3)C4=NS(=O)(=O)C=5C=CC=CC45
XS842658b,CCN1C(=O)N(CC)C=2N=C(C=CC21)NC(=O)CCC(=O)NC(C)C=3C=C(C)C=CC3C
XS844822a,CN(C(=O)COC(=O)C=1C2=CC=CC=C2N=C3CCCCCC13)C4CCS(=O)(=O)C4
XS844825a,COC=1C=CC(=CC1)N(CCC(N)=O)C(=O)CN2CCCC2C3=NN=C4C=CC=CN34
XS844830a,O=C(COC=1C=CC(Cl)=CC1)N(CC2=NC=3C=CC=CC3C(=O)N2)CC4CCCO4
XS840386b,CC(C(=O)NC=1C=CC(F)=C(F)C1F)N2CCN(CC2)S(=O)(=O)N3CCCCCC3
MR045724c,CNS(=O)(=O)C1CCCN(C1)C(=O)NCC=2C=CC(OC=3C=CC=CC3F)=C(F)C2
XS844824a,O=C1NC(CN2CCCC(C2)C3=NN=C4C=CC(=CN34)C(F)(F)F)=NC=5C=CC=CC15
XS844820a,CC(SC1=NN=C(O1)C2=CNC=3C=CC=CC23)C(=O)N4CCN(CC4)S(=O)(=O)C=5C=CC=CC5
XS844823a,CC1OC=2C=CC=CC2N(CCC(=O)N(C)CC(=O)NC=3C=CC(F)=C(F)C3F)C1=O
XS836738b,CN1C=NN=C1CNC(=O)C2CCCN(C2)S(=O)(=O)C3=CC=C(Br)S3
XS073481b,O=C(NC=1C=CC=CC1O)C2CCCN(C2)S(=O)(=O)C3=CC=C(Br)S3
XS839627b,CCCN1N=C(C(=O)NNC(=O)C2(O)CCN(CC=3C=CC=CC3)C2)C=4C=CC=CC4C1=O
XS840243b,COCCC(C)NC=1C=CC=C2C=CSC12
XS844844a,CC(CC1=CC=CO1)NC(=O)C=2C=CC(O)=NC2
XS844845a,O=C(NC=1C=NNC1)C2COC=3C=CC=CC3O2
XS840950b,CC(=O)N1CC=2C=CC=CC2C1C(N)=O
XS836863b,O=C1CCC(CC=2C=CC(O)=CC2)O1
XS844847a,CC(C(=O)NCC1=CC=CS1)S(C)(=O)=O
XS844839a,CC(NC(=O)C1=CC=CN1)C=2C=CC=CC2
XS844837a,CC#CCN1CCCC1C2=NOC(CC)=N2
XS839409b,CN(C)C(=O)C(C)(CF)C=1C=CC=CC1
XS842111b,CCN1CCN(C(=O)C(C)(C)C#N)C(C)C1=O
XS842123b,NC(C1=NNC(=N1)C2=CC=CS2)C(F)(F)F
XS837182b,C#CCNC(=O)N1CCN2C(=O)OCC2C1
XS844843a,CC(NC(=O)C=1C=CC(O)=NC1)C=2C=CC=CC2
XS844848a,CCC(C)NC(=O)C=1C=CC=2OCCCOC2C1
XS844840a,NC(CNC(=O)C=1C=CC(F)=C(F)C1)C2CC2
XS840558b,CC1CSC=2C=CC(Cl)=CC2NC1=O
XS210338c,NCC(C=1C=CC=CC1)N2CCOCC2
XS844842a,CCC(C)NC(=O)C=1C=CC=2NC=NC2C1
XS844846a,CC(C)C(=O)NC1CCCC2=C1C=NN2C
XS841097b,CC#CC(=O)N1CC(C)CC=2C=CC=C(O)C21
XS839712b,CC(C)N(C)S(=O)(=O)NCC1CCCO1
XS837568b,CN1C=CC=C(OC2CCC3(CCC3)C2)C1=O
XS844835a,CCC(C)NC(=O)C=1C=NN(C1)C=2C=CC=CC2
XS844841a,CN1CC(CC1=O)C2=NN=C3CCCCCCN23
XS844836a,COC=1C=CC=CC1NC(=O)N2CCCC(O)C2
XS844860a,CC(CN1C=CC=N1)NC(=O)NCC2=CC=CS2
XS844855a,CN(CC=1C=CC(=CC1)C(N)=O)C(=O)CC2C=CCC2
XS839963b,CCOC(C)C(=O)NNC1=C(C#N)C(C)=NN1C
XS734384b,CC1=CN2CC(CCC2=N1)NC(=O)C3=CC(C)=NO3
XS844851a,CCC(C)NC(=O)CSC1=NC=2C=CC=CC2N1
XS841038b,CCN(CC(C)C#N)C(=O)CN1N=CSC1=O
XS844856a,CCCCNC(=O)CS(=O)CC=1C=CC=C(C)C1
XS717280b,CC(SC1=NC=C(O1)C=2C=CC(F)=CC2)C(N)=O
XS844850a,CC1C2=CC=CN2CCN1C(=O)NC=3C=CC=NC3
XS837050b,COCCN1N=NN=C1NC(=O)C(OC)C(C)C
XS841575b,O=C(OCCC#CC=1C=CC=CC1)C2CCCOC2
XS842561b,O=C(NCC1CCCC21CC2)C=3N=CN=C4NC=NC34
XS445680b,CN1CCN(CC1)C(=O)C2CCC=3C=CC=CC3N2
XS838604b,CC1=NOC=2N=CN(CC(C)(O)C(F)F)C(=O)C12
XS844853a,COC=1C=NC=CC1C2=NOC(=N2)C(N)CC(C)C
XS844854a,CCOC=1C=CC(=CC1)C(=O)NC(C)C=2C=CN=CC2
XS729762b,CC=1C=CC(F)=C(C1)S(=O)(=O)NC2CCCNC2
XS844861a,CC1=NOC=2N=CC(=CC12)C(=O)NCC3CCOC3
XS840505b,O=C(C1CNC(=O)N1)N(CC2=CC=CS2)C3CC3
XS844859a,CNC(=O)C(C)S(=O)(=O)CC=1C=C(C)C=CC1C
XS844852a,CC=1C=CC(=NC1)NC(=O)C2CC=3C=CC=CC3S2
XS844849a,CCCNC(=O)C(C)NC(=O)C1=C(C)OC(C)=C1C
XS844858a,CC1CCCCN1S(=O)(=O)NCC=2C=CC=CC2
XS844863a,O=C(O)C1CCCN(C1)C2=NC=3C=CC=CC3S2
XS624983b,COCC1(CCCN1CC2=CC=C(C)O2)C(N)=O
XS844871a,CC=1C=C(N=C(C)N1)N(C)CC2COC=3C=CC=CC3O2
XS601063b,CCC1=NC(CN2CCCC(CN3C=NC=N3)C2)=NO1
XS645014b,O=C(O)C1CC(=O)N(CC2=CSC=3C=CC=CC23)C1
XS844874a,CC=1C=NC(=CN1)C(=O)NCC(C)N(C)C=2C=CC=CC2
XS841709b,O=C(C1CC2=NC=CN2C1)N3CCNC=4C=CC=CC4C3
XS587833b,O=C(C=1C=COC1)N2CCCC(O)(CN3C=CN=N3)C2
XS844864a,CCC1=CC=C(O1)C(=O)N2CCCC(C2)C3=CC=NN3
XS844877a,OCC(C=1C=CC(Br)=CC1)N2CCNCC2
XS837672b,O=C(NC1=NC(=NS1)C2CC2)C3CC=4C=CN=CC4C3
XS838005b,CCC(C)C=1C=C(ON1)C(=O)N2CCC=3NN=CC3C2
XS844873a,CCN(CC)C(C)CNC(=O)NC=1C=CC=C(C)C1C
XS798675b,COC=1C=CC(=CC1)C2CCCN2S(=O)(=O)N(C)C
XS844876a,CC1CCCCN1CC(=O)NC=2SC=CC2C(N)=O
XS844870a,CC1=NOC(CN(C)CC2COC=3C=CC=CC3O2)=N1
XS844865a,COCC(C)NC(=O)C1=CN=CN1C=2C=CC(F)=CC2
XS844866a,O=C(CN1C=CC=N1)NCC2COC=3C=CC=CC3O2
XS844869a,O=C(C1CC=CCC1)N2CCC=3NC=4C=CC=CC4C3C2
XS438636b,CN(CC1CCCO1)C2=C(C#N)C(=O)N(C)C(=O)N2C
XS842232b,CC1C(=O)N(C)CN1S(=O)(=O)CC2CC3(CCC3)C2
XS837792b,CN1N=CC(C(=O)NCCC(C)(O)C(F)(F)F)=C1N
XS844875a,O=C(C=1C=CC=NC1)N2CCCCC2C=3C=CC(O)=NC3
XS841919b,FC(F)(F)C=1C=NC(=NC1)OCC2CC3(CC3)CO2
XS841791b,CCOC=1C=C(N=CN1)N2CCS(=O)(=O)CC(C)C2
XS840014b,COC1(CCN(CC=2C=C(C)C(O)=C(C)C2)C1)C(=O)O
XS844872a,O=C(NCC=1C=CC=CC1)NCC2CCS(=O)(=O)C2
XS841741b,NCC1CC=2C=C(F)C=CC2N(C1)C(=O)C3=CN=CS3
XS839318b,N#CC1CC21CN(C2)C=3C=CN=C(CCC=4C=CC=CC4)N3
XS742046b,COC=1C=CC(=CC1)CC(=O)N2CCCC(O)(C2)C(N)=O
XS844879a,CC=1C=C(ON1)C(=O)NC(C2=NC=CN2C)C=3C=CC=CC3
XS844884a,CN(C(=O)COC1CCCC1)C2CCCC=3C=CC=CC32
XS840487b,O=C1CC(CN1CC2=CC=CS2)C3=NC=4C=CC=CC4N3
XS844883a,CCCC(C)NC(=O)C1=CC=C(O1)S(=O)(=O)N(C)C
XS840676b,COC=1C=C(C#N)C=CC1OCC(=O)N(C)CC(C)C#N
XS838543b,COC=1C=CC(=CC1C)C2CCCN(C2)C3=NC=NN3C
XS599525b,COCC1(CCCN1C(=O)CC=2C=CC(C)=NC2)C(N)=O
XS844881a,CC=1C=C(C)C(NC(=O)CN2CCC(C)(CN)C2)=C(C)C1
XS844886a,COC=1C=CC(=CC1)C=2CC(C=3C=CC=CC3)N(N2)C(C)=O
XS842142b,CC1CN(CC2(CCC2)O1)C3=NC=C(S3)C(F)(F)F
XS844885a,CC(NC(=O)C=1C=CC=NC1)C=2C=CC=3NC(=O)CCC3C2
XS533654b,CC1=CSC=C1C(=O)NCC(C(=O)O)C=2C=CC=CC2
XS581617b,CC(C)CC1CCCCN1C(=O)C=2NC(=O)NC(=O)C2N
XS844882a,CN(C(=O)C=1C=CC=C2C=NNC12)C3CCS(=O)(=O)C3
XS844887a,CCC1=NN=C2CCC(CN12)NC(=O)CCC3=CC=CO3
XS828778b,CN1C=C(C=N1)CC(=O)N2CCCC(C2)C3=NC=CS3
XS840086b,CC1=CC(CC(C)NC=2N=CC=C(N2)C=3C=NC=CN3)=NN1
XS844878a,CC1=CSC(=N1)C2CCCCN2C(=O)C3=CC=CN3C
XS516524b,CCOC=1C=CC(=CC1F)CN2CCCC(O)(C2)C(N)=O
XS844880a,CC=1C=NN(C1)C2CCCN(C2)C(=O)C=3OC=C(C)C3C
XS840403b,CC=1C=CC(C(=O)NNC(C(N)=O)C=2C=CC=CC2)=C(C)C1
XS544766b,CNC(=O)C1CC(=O)N(C1)C2CN(C2)C=3N=CC(C)=CN3
XS842654b,CN(C(=O)N1CCCCC1(C)C(N)=O)C=2C=CC(F)=CC2
XS842076b,CC1=NN=C(S1)C(C)S(=O)(=O)C=2C=CC(C)=C(C)C2
XS844897a,CC(NC(=O)C=1C=CN=C(C1)OCC=2C=CC=CC2)C(N)=O
XS844895a,CC=1C=C(C(=O)N2CCCCCC2C=3C=CN=CC3)N(C)N1
XS441368b,CCC=1OC(=CC1C)C(=O)N2CCCCC2C3=NNC(C)=N3
XS844888a,COC1=C(C(C)=NN1C)C2CCCN2C(=O)C3=CC=NN3C
XS438879b,O=S1(=O)CCC(C1)N2N=NN=C2C=3C=CC(Cl)=CC3
XS470037b,CC(CNC(=O)C=1C=CC=2C=CNC2N1)N3CCN(C)CC3
XS844893a,CC1=CC(C)=NC(=N1)NC(C)C=2C=CC(=CC2)S(C)(=O)=O
XS703504b,O=C(CC=1C=CC=C(Cl)C1)N2CCCC(C2)N3C=CN=C3
XS724871b,CCC=1C=CC(=CC1)C2CCN(C2)C(=O)CC=3C=C(C)ON3
XS837285b,C#CC=1C=CC=C(C1)C(=O)NC2(CCCOC2)C=3C=CC=CC3
XS839451b,N#CC=1N=CNC1C(=O)NC(CO)CC=2C=CC=CC2Cl
XS840508b,CC(CC1=CC=CS1)N(C)S(=O)(=O)CC=2C=CON2
XS546396b,CC(C)C=1OC=CC1C(=O)N2CCCC(C2)C3=NN=C(N)O3
XS844891a,CC(C)(C)C=1C=CC(=CC1)C2=NN=C3CCC(CN23)C(=O)O
XS844894a,CCC(C)NC(=O)CS(=O)(=O)CC1=NN=NN1C2CC2
XS663162b,O=C(NC=1C=CC(=NC1)OC=2C=CC=CC2)C3CCCOC3
XS844896a,CC=1C=CC=NC1NC(=O)C2CC(=NO2)C=3C=CC=C(F)C3
XS840227b,NC(=O)C=1N=CC(Br)=CC1N2CCCC(F)C2
XS844892a,CN1CCN(CC1C2=NC=CN2)C(=O)CN3C=CC=CC3=O
XS581828b,CC=1C=CC=CC1NC(=O)C2CSCN2C(=O)C3CCC3
XS478924b,CC1=CN2N=C(NCC(CO)CC=3C=CC=CC3)SC2=N1
XS837393b,O=S(=O)(N1CCOCC1)N2CCCC(C2)C=3C=NNC3
XS547139b,CC1=NON=C1CNC(=O)N2CCC(C2)C=3C=CC(C)=CC3
XS838043b,CC(NC(=O)C=1N=NN(C)C1C(F)(F)F)C2=CSC=N2
XS844898a,CC=1C=CC=2C(=COC2C1)CC(=O)NC(CC(C)C)C(=O)O
XS844890a,COC=1C=CC(=CC1)C2CCCN2C(=O)C=3CCC(=O)NN3
XS844889a,COC=1C=CC(=CC1F)C(C)NC(=O)NCC=2C=CC=CC2
XS839331b,COC(=O)C=1C=C(C#N)N=CC1NCC2CNC(=O)C2(F)F
XS077402c,CC1C=2C=CSC2CCN1CC(=O)NC=3C=CC=C(C#N)C3
XS844912a,CC=1C=CC=NC1NC(=O)NC(C)C=2C=CC=3OCCOC3C2
XS844899a,CC1=NN2CC(CCC2=N1)NCC=3C=NN(C3)C=4C=CC=CC4
XS656675b,CC1=NOC(CC2(O)CCCN(CC=3C=CN=CC3F)C2)=N1
XS844906a,CC(C(=O)NC1CC1)N2CCN(CC=3C=CC=C(F)C3)CC2
XS838389c,O=C(O)C1CC=2C=C(C=NC2C1)C3=CSC(=C3)C(F)(F)F
XS838406b,CCCN1N=CN=C1CS(=O)(=O)CC2CCC(F)(F)C2
XS844904a,CCN1C(=NC=2C=CC=CC21)SC(C)C(=O)NC(=O)NC
XS844907a,COC(=O)C1CCCN1S(=O)(=O)C=2C=CC=3CCCC3C2
XS844902a,CC1(CCN(CC=2C=CC=C(C2)OC=3C=CC=CC3)C1)C(=O)O
XS842574b,CCC1=NNC(=N1)C(C)N2CCC3(CCC3)S(=O)(=O)CC2
XS842718b,CC(C)C1=NSC(CN2CCCCC2C3=NC(=O)NN3)=N1
XS842632b,CC(OC(=O)C=1C=CC=C2N=NNC12)C(=O)NC=3N=CC=CN3
XS844908a,COC=1C=CC(=CC1)C(NC(=O)C=2C=CN(C)C(=O)C2)C3CC3
XS844911a,CC=1C=C(C)N(CC(C)CNC(=O)CCCC=2C=CC=CC2)N1
XS844905a,O=C(C1=CC=CN1)N2CCOCC2CC3=CNC=4C=CC=CC34
XS844901a,CN(CC1CCCN1C=2C=CC=NN2)C=3N=CN=C4CCCC34
XS844903a,CC1=NOC(=N1)C=2C=CC=NC2N3CCC(C3)C4=NC=CN4C
XS838180b,CN=S(C)(=O)CCNC=1C=CC2=NC=CC=C2C1[N+]([O-])=O
XS844910a,CN1CCC(CC1=O)C(=O)NCC2=NN=CN2C=3C=CC=CC3
XS844900a,CC(NC1=NC2=C(C=NN2C(C)(C)C)C(=O)N1)C=3C=CC=CC3
XS837878b,COC=1N=C(N)N=C2C1C=NN2CC3COC=4C=CC=CC4O3
XS844909a,CC1=CN=C(NC(=O)C2CC(=O)N(CC(F)(F)F)C2)S1
XS572391b,COC1CCCCN(CC(=O)NCC=2C(C)=NOC2C)C1=O
XS838134b,CC1=CSC2=NC(=CC(=O)N12)CN3CC4=CNN=C4C(C)C3
XS844914a,O=C(NC1=NC=C(CC=2C=CC=C(F)C2)S1)C3CNC(=O)N3
XS842666b,C=CCOC(C)C(=O)NC1=CC=NN1C=2C=CC(=CC2)[N+]([O-])=O
XS844923a,O=C(NCCC=1C=CC=CC1F)C2CCCN(C2)C(=O)C3CC3
XS837461b,COC(=O)C=1C=CC=C(C1)CN2CCCC(C2)C3=CN(C)N=N3
XS839800b,CN(CC1=NN=CN1)CC2CN(CC=3C=CC=CC3)CCCO2
XS157712b,CC(NC(=O)NC=1C=CC=CC1)C(=O)NCC=2C=CC=CC2F
XS844918a,CCCC(C)NC(=O)COC(=O)C=1C=C(O)N=C2C=CC=CC12
XS844915a,CC1CCN(CC21CCC2)C(=O)NC3=CC(=NN3C)C(C)(C)C
XS844917a,CCN1CCN(CC1C2=NC=CN2)C(=O)C=3C=C(C)C=CC3F
XS844921a,CC=1C=NC2=C(C=CC=C2C1)S(=O)(=O)NCCC3CCCO3
XS844922a,O=C(CC1=CC=CS1)N2CCCC2C(=O)NC=3C=CC=CC3
XS593212b,CCN(C)C(=O)C(C)NC(=O)CC1=CNC=2C=CC(=CC12)OC
XS844924a,CC1=CC(CN2CCN(CC2)C(C)C3=NC(=NO3)C4CC4)=NO1
XS844916a,CN1CCN(C(=O)C2=CC=3C=CC=CC3N2)C(C1)C=4C=CC=CC4
XS837518b,CC1=NN(C)C(C)=C1CCCNC(=O)C2CCC=3NN=NC3C2
XS837989b,CC=1C=CC(=NN1)N2CCCC(C2)NC=3N=CN=C(N)C3Cl
XS844920a,CC(NC(=O)C1(CC1)C(=O)O)C=2C=CC(=CC2)SC(F)F
XS398425b,COC=1C=CC=CC1NC(=O)C(C)OC(=O)C=2C(C)=NOC2C
XS844919a,CC(NC1=C(C#N)C(=O)N(C)C(=O)N1C)C=2C=CC=C(Cl)C2
XS793779b,CC1=CC=C(C(=O)NCC(C2=CC=CO2)N3CCCC3)C(=O)N1
XS581950b,CN1C(=O)C=CN(CC(=O)N2CCCC(C2)N3C=CC=N3)C1=O
XS838483b,CC1(CC=2C=CC=CC2NC1=O)C(=O)N3CC4(C3)CNC(=O)N4
XS714865b,CC1(C)CC(CCO1)NC(=O)NC=2C=NN(C2)CC(F)(F)F
XS815497b,CC1(CCS(=O)(=O)C1)NC(=O)CC=2C=CC3=CC=CC=C3C2
XS840466b,CC=1C=C(C)C(NC(=O)C(C)OC(=O)C2=COCCO2)=C(C)C1
XS841629b,CC1C=2C=NC=CC2CCN1C=3C=C(N=CN3)OC=4C=CC=CC4
XS840196b,COCC(C)(O)C(=O)N1CCN(CC1)C=2C=CC=C(Cl)C2C
